A1,A2,C1,C2,bin
8.173882192999999e-07,8.905990051699999e-07,2.398069208454146e-06,1.1773552904697979e-06,train
6.4305474e-07,8.312252939999999e-07,3.2725208668476326e-07,1.0601456436885532e-06,train
8.369400682e-07,9.33498282e-07,2.0288126028615762e-06,2.4281459396564577e-06,train
8.286814331e-07,9.235285308099999e-07,2.069371863460366e-06,2.0596314999186718e-06,train
7.505500325e-07,8.889586829699999e-07,1.0489293592950302e-06,1.5688557030219738e-06,train
8.294059600999999e-07,9.329192675699999e-07,1.81233812348997e-06,2.4683644744353856e-06,train
8.201351259999999e-07,9.251808952999999e-07,1.7802822800391198e-06,2.198590904247562e-06,train
8.293151973e-07,8.8075329719e-07,2.8772939224405284e-06,8.628899644953137e-07,train
7.875699243999999e-07,9.3089421366e-07,8.281651755791451e-07,2.6954135567188427e-06,train
8.408597095e-07,9.2880238954e-07,2.308069674759634e-06,2.1688502226089427e-06,train
8.508891608e-07,9.1720709358e-07,2.9741322776172915e-06,1.6107602513788287e-06,train
6.7105639e-07,8.4879669501e-07,4.683481575867711e-07,1.2010089986061982e-06,train
8.076702110999999e-07,9.2695424505e-07,1.4064982855077018e-06,2.371355907035169e-06,train
8.184882279e-07,9.256410236699999e-07,1.7226501305069378e-06,2.231055150374037e-06,train
8.4099168e-07,8.984299833e-07,2.9888975998232798e-06,1.1543067528030968e-06,train
7.250738701e-07,8.444625644999999e-07,1.1573926481297895e-06,9.214292444423532e-07,train
8.075321290999999e-07,9.3279107227e-07,1.220889918412273e-06,2.6426891740280004e-06,train
7.441189132999999e-07,9.0344008278e-07,7.120249108104576e-07,1.960483696233604e-06,train
6.43418978e-07,7.966416954999999e-07,5.51808685522963e-07,6.686008434413227e-07,train
7.531440803e-07,9.1502190591e-07,6.18520268705674e-07,2.2679682390949056e-06,train
6.578588239999999e-07,8.587269412399999e-07,2.3613610502061056e-07,1.399990014308892e-06,train
8.174947586999999e-07,8.885079641199999e-07,2.4315827640425874e-06,1.1295971503040446e-06,train
8.602977757e-07,9.3606201552e-07,2.809934133061712e-06,2.3149948077390208e-06,train
7.465369891999999e-07,9.1439689441e-07,5.252959447476706e-07,2.2833650775995357e-06,train
8.517542424e-07,9.419545449599999e-07,2.232691349191237e-06,2.7538656287227417e-06,train
7.38362752e-07,9.0844585949e-07,5.265471572527777e-07,2.1358966695995137e-06,train
8.337067818999999e-07,9.0017840588e-07,2.719388397983351e-06,1.269496213863446e-06,train
7.702737256e-07,8.750132653999999e-07,1.5666942825690035e-06,1.1786530239526374e-06,train
7.275251389999999e-07,8.7230704062e-07,9.189303930894367e-07,1.3492360401066446e-06,train
8.315744598999999e-07,9.419094619399999e-07,1.5381199306300725e-06,2.95330097328601e-06,train
7.751803158e-07,9.1006877009e-07,1.1161815481621896e-06,1.9789729935059605e-06,train
8.079237730999999e-07,8.897907714299999e-07,2.167040439132107e-06,1.2326600987783805e-06,train
8.005868206999999e-07,8.982310681699999e-07,1.861928566148468e-06,1.4858241211031887e-06,train
7.593169085e-07,9.172680607999999e-07,6.70094659099468e-07,2.311174499157395e-06,train
8.276013985999999e-07,9.366786242499999e-07,1.6264933977031808e-06,2.6801088932256317e-06,train
7.929141958e-07,9.365921623899999e-07,7.434793118086823e-07,2.952421186627581e-06,train
8.26224996e-07,9.2146715909e-07,2.050460919155885e-06,2.001050039885149e-06,train
8.643628914999999e-07,9.402476080299999e-07,2.8289381085166214e-06,2.502863021514052e-06,train
8.420386757999999e-07,9.3852728615e-07,2.0179726570257327e-06,2.6483646722326995e-06,train
8.067411258e-07,8.710061251199999e-07,2.3822266940995487e-06,8.640516689609145e-07,train
6.709895029999999e-07,8.8856287448e-07,6.637565152697423e-09,1.920747941977707e-06,train
8.425245656e-07,9.4332208795e-07,1.8352729608934173e-06,2.9392372764147597e-06,train
8.049020134e-07,9.2869408192e-07,1.2876258167425008e-06,2.468763653940449e-06,train
7.418675932e-07,8.563276622099999e-07,1.2937279932723683e-06,1.015067553362175e-06,train
7.55722484e-07,9.092287287599999e-07,7.870031050226512e-07,2.0663449185150686e-06,train
8.145366294999999e-07,9.331431055699999e-07,1.3872062645082266e-06,2.6051431975556733e-06,train
7.845889350999999e-07,9.087474581399999e-07,1.3272251664809769e-06,1.8803224879289825e-06,train
7.13105022e-07,8.865882670599999e-07,5.422511562690351e-07,1.697323379818651e-06,train
6.475413509999999e-07,8.361253345999999e-07,3.3332950565026067e-07,1.1084288996964239e-06,train
8.128331371e-07,9.3850912394e-07,1.1468511815169093e-06,2.9086207278805156e-06,train
7.685902563e-07,8.8789646718e-07,1.3698827868207601e-06,1.4470771623578488e-06,train
8.526800829e-07,9.2516496261e-07,2.841568381557679e-06,1.8920673855208791e-06,train
8.459429779e-07,9.113949276799999e-07,2.919064748829084e-06,1.4706952519543562e-06,train
8.381915149999999e-07,9.434843577599999e-07,1.6808295292025206e-06,2.9931145553492933e-06,train
6.720582019999999e-07,8.256867901e-07,6.608951494079828e-07,8.925954309054973e-07,train
7.11528108e-07,9.003267644399999e-07,3.0235645595768877e-07,2.036229255299896e-06,train
7.693797558e-07,9.128444846199999e-07,9.497221665409141e-07,2.1015430128736762e-06,train
8.588714964999999e-07,9.370165227499999e-07,2.7147297990821294e-06,2.3832835691809217e-06,train
7.36716546e-07,9.1304826757e-07,4.0310823905124515e-07,2.2909347800328406e-06,train
7.06781974e-07,8.5085827526e-07,8.623413421268556e-07,1.0920843483317566e-06,train
8.334112197e-07,9.279073613199999e-07,2.091854418348618e-06,2.1994463124477136e-06,train
8.091264705e-07,9.2326882171e-07,1.5446259434031407e-06,2.208229974408088e-06,train
8.200293102999999e-07,8.7804920437e-07,2.6427629462497557e-06,8.905321518665017e-07,train
7.862536680999999e-07,8.878086260399999e-07,1.7098685424033337e-06,1.3384781614158538e-06,train
7.635940129e-07,9.1381631523e-07,8.244986963643894e-07,2.167539858953044e-06,train
8.022384716999999e-07,9.0647383628e-07,1.7545611225329712e-06,1.695107921458402e-06,train
8.091047593e-07,8.8938942624e-07,2.202054440805061e-06,1.2148214672948865e-06,train
8.497989296e-07,9.4504261406e-07,2.019604247896325e-06,2.980417227931715e-06,train
7.707274603999999e-07,9.1622238729e-07,8.986070194493758e-07,2.206769471072429e-06,train
8.511467203999999e-07,9.2581102641e-07,2.7645447983065853e-06,1.9353048051447625e-06,train
7.824541010999999e-07,9.3352649403e-07,6.327079330380291e-07,2.86170993439711e-06,train
8.080402912e-07,8.986341194399999e-07,2.0322097230593364e-06,1.4421475343524982e-06,train
8.132311971999999e-07,8.871487673299999e-07,2.3386777343285205e-06,1.1337904949662044e-06,train
8.048334242999999e-07,9.2879473136e-07,1.2829205786326855e-06,2.4738092791103504e-06,train
6.57503735e-07,8.456919234599999e-07,3.5408595346173444e-07,1.2048312895325002e-06,train
8.719424109e-07,9.474598708899999e-07,2.86284568875833e-06,2.889157818800041e-06,train
8.126668541999999e-07,9.158117146299999e-07,1.8161144993425819e-06,1.9085122953196997e-06,train
7.457038292999999e-07,8.330474596e-07,1.55118860704702e-06,6.689402516853981e-07,train
7.944687999e-07,9.250013705499999e-07,1.1545338784578005e-06,2.3848831314115366e-06,train
7.607698956e-07,8.8989899546e-07,1.2042120621572796e-06,1.535082201541134e-06,train
8.123806604e-07,9.183657323399999e-07,1.7496437153920914e-06,1.9993999451445716e-06,train
8.078076157e-07,9.327154702599999e-07,1.2302406486007987e-06,2.6368017501166166e-06,train
5.997387569999999e-07,8.208242038999999e-07,1.0873519656325659e-08,1.065597527889512e-06,train
7.346932915e-07,8.8828344862e-07,8.16315374459702e-07,1.6337574384880541e-06,train
8.499352391e-07,9.3609864027e-07,2.3929437730915772e-06,2.4327199610775436e-06,train
8.073719874e-07,8.602109339999999e-07,2.5169718261652446e-06,6.725652087073537e-07,train
7.731913465e-07,8.551075581999999e-07,1.832006222139127e-06,8.256576157983573e-07,train
7.631876341e-07,8.541763255e-07,1.6601233551856206e-06,8.697274043191431e-07,train
8.171834386999999e-07,9.1533949536e-07,1.944570446642706e-06,1.8572864820390125e-06,train
6.93527432e-07,8.316986669999999e-07,8.57752388606678e-07,8.860810187992115e-07,train
7.456726241e-07,8.654989479299999e-07,1.2602365898370323e-06,1.1433729776740744e-06,train
7.244198156e-07,8.310224460999999e-07,1.2545186372518017e-06,7.467841330610969e-07,train
8.649750158999999e-07,9.3948401747e-07,2.8871845549230683e-06,2.4500000424280826e-06,train
7.16722435e-07,9.089541976799999e-07,2.043798459743854e-07,2.2610122212474617e-06,train
8.225646396999999e-07,9.128841222599999e-07,2.145181209116413e-06,1.7331819861422355e-06,train
8.042673991999999e-07,9.0824632717e-07,1.7681622677656772e-06,1.732087333540878e-06,train
7.948194207999999e-07,8.525567158e-07,2.2983280404570803e-06,6.446864278886615e-07,train
7.294845119999999e-07,8.9039142559e-07,7.104041531620543e-07,1.706116884284408e-06,train
8.212660526e-07,9.363907387e-07,1.4547431568536094e-06,2.7192966370772286e-06,train
7.043037559999999e-07,8.907684463499999e-07,3.674278047614761e-07,1.8304424935042923e-06,train
7.463118651999999e-07,9.053232244199999e-07,7.110944049658906e-07,2.001996393195785e-06,train
7.552576422999999e-07,8.707686969699999e-07,1.3558789180933708e-06,1.1847577429567452e-06,train
7.16733194e-07,8.396605932e-07,1.0845455490709133e-06,8.932051883858865e-07,train
8.507319847999999e-07,9.2629177523e-07,2.735255673762546e-06,1.9598362290476552e-06,train
8.460284217e-07,9.3021037811e-07,2.445716421162077e-06,2.181183435967706e-06,train
6.96024517e-07,8.5377480779e-07,7.046687029118249e-07,1.1792709169982629e-06,train
8.508837069e-07,9.284386679499999e-07,2.678942420692675e-06,2.0506808724339614e-06,train
7.872914669e-07,8.9839489354e-07,1.5697804392517057e-06,1.5792439674109404e-06,train
7.363760406e-07,8.6745843336e-07,1.0993728869395202e-06,1.2222843743583773e-06,train
7.17053703e-07,8.6756765568e-07,8.297173901576604e-07,1.312866933602307e-06,train
7.108731909999999e-07,8.470566026999999e-07,9.473384285218669e-07,1.0201460504124656e-06,train
7.464163247e-07,8.9758135637e-07,8.503236808614431e-07,1.7937579688308712e-06,train
8.390981427e-07,9.2934256813e-07,2.2326324732632934e-06,2.2100583244036263e-06,train
8.498684566999999e-07,9.279331608799999e-07,2.655432229736333e-06,2.0392847808026784e-06,train
8.107597455e-07,9.2398449888e-07,1.5663573893795477e-06,2.224301439872255e-06,train
6.81341784e-07,8.579900406399999e-07,4.95181505227733e-07,1.3014868522742065e-06,train
7.128562889999999e-07,8.200542193999999e-07,1.1779443070429228e-06,6.651115615588323e-07,train
6.16915203e-07,8.29152699e-07,1.0063457352084882e-07,1.116574979027273e-06,train
7.860315706e-07,9.2871967959e-07,8.647414734484019e-07,2.6043264387066014e-06,train
6.12265403e-07,8.029218037e-07,2.3249262984909915e-07,8.285337956684487e-07,train
7.800100615999999e-07,9.325341591199999e-07,6.175640983846031e-07,2.827704237949235e-06,train
8.376687794e-07,8.967545881599999e-07,2.9051182882680387e-06,1.1446461248365177e-06,train
8.60418218e-07,9.3839215849e-07,2.728595657072822e-06,2.44200412700693e-06,train
7.535688654e-07,9.142227076499999e-07,6.438209371173146e-07,2.238460390342719e-06,train
8.363890181e-07,9.2266772483e-07,2.3310879392212954e-06,1.9563758471460304e-06,train
7.657002282e-07,9.1705510961e-07,7.874511319777234e-07,2.266108625406201e-06,train
8.125373154999999e-07,9.1578689485e-07,1.8133648583253969e-06,1.9086684010735187e-06,train
7.640904931999999e-07,9.223080583099999e-07,6.258856439501495e-07,2.472508159373992e-06,train
8.646928345999999e-07,9.4458332513e-07,2.656601800358975e-06,2.776585351724177e-06,train
8.422739735999999e-07,9.041062332299999e-07,2.932616718353992e-06,1.2928518599449109e-06,train
7.499465999e-07,9.248425370699999e-07,3.118951838425941e-07,2.6604989993048366e-06,train
7.566636660999999e-07,8.8318752094e-07,1.2280712010559836e-06,1.4137169707637572e-06,train
6.96062723e-07,8.6142320453e-07,6.309665884498982e-07,1.298617415485694e-06,train
7.074684479999999e-07,9.066088354799999e-07,1.2891637964301438e-07,2.233967315119066e-06,train
8.425207297e-07,9.061051094699999e-07,2.9036332848218893e-06,1.3468384137008927e-06,train
8.462349740999999e-07,9.3447736496e-07,2.3137755223999373e-06,2.3863750964223925e-06,train
6.795121799999999e-07,8.4606603238e-07,5.841115951630117e-07,1.1307655605510028e-06,train
7.083467199999999e-07,9.118281300699999e-07,2.857384934113183e-08,2.3947271668892976e-06,train
6.231316039999999e-07,7.968550581999999e-07,3.628291416152709e-07,7.335424476119582e-07,train
8.036289054999999e-07,8.6683553692e-07,2.3543004678105527e-06,8.134153561110957e-07,train
8.445598220999999e-07,9.321836364099999e-07,2.3307853949903958e-06,2.289165147668978e-06,train
8.288271085999999e-07,9.118045244499999e-07,2.3491814174258e-06,1.6456556727793032e-06,train
5.99475817e-07,7.920397544999999e-07,1.841053665108844e-07,7.528735509247578e-07,train
7.644785139e-07,8.8415976364e-07,1.3482705035478477e-06,1.3910177069944831e-06,train
7.326982881e-07,8.476865946999999e-07,1.2370278608367045e-06,9.314467888113284e-07,train
8.15249424e-07,9.2764736709e-07,1.5789281324992321e-06,2.342553691669009e-06,train
8.164242930999999e-07,9.2858428587e-07,1.58217976944137e-06,2.374493232755446e-06,train
8.424763052999999e-07,9.0438278437e-07,2.9345156618348712e-06,1.2985308877723071e-06,train
6.869710389999999e-07,8.6908499799e-07,4.4255547470035427e-07,1.4646882658258656e-06,train
7.46498289e-07,9.073201235199999e-07,6.752470562070765e-07,2.059178743214652e-06,train
8.5698151e-07,9.443643084599999e-07,2.3339472793471373e-06,2.8536832081050274e-06,train
7.741763035e-07,8.601061396e-07,1.8014541914300865e-06,8.98340874844137e-07,train
7.665390745e-07,8.817508517799999e-07,1.416211361315104e-06,1.330266930139297e-06,train
5.7724895e-07,7.878051191e-07,2.4966488676608333e-08,7.704514433301539e-07,train
7.488091315e-07,9.2972082577e-07,1.4224563808352864e-07,2.88762283489971e-06,train
8.091997449e-07,9.1006085417e-07,1.8516329483052172e-06,1.7502310372211023e-06,train
7.749071403999999e-07,9.180800759499999e-07,9.330567960005032e-07,2.246728458742734e-06,train
6.73028286e-07,8.777500891399999e-07,1.8106965046812008e-07,1.681746085378505e-06,train
7.608922028999999e-07,9.2763947199e-07,4.1585796437844923e-07,2.7174324529949363e-06,train
7.780998575e-07,9.2534661405e-07,8.042491323407633e-07,2.5092260211543653e-06,train
8.35582044e-07,9.3449687568e-07,1.9507840292047855e-06,2.491624320457108e-06,train
8.530450581e-07,9.362377291e-07,2.5071899996151396e-06,2.4066649700951874e-06,train
6.78080528e-07,8.6448522829e-07,3.9239013597557115e-07,1.4198574158808217e-06,train
8.278531309e-07,8.68124303e-07,2.990621214751592e-06,6.341259512589503e-07,train
8.421896983999999e-07,9.025363421299999e-07,2.9583655007601563e-06,1.2505515752704849e-06,train
6.600309079999999e-07,8.01628771e-07,6.878145708133997e-07,6.649841430901676e-07,train
7.954733533999999e-07,9.207385653e-07,1.2898145887631624e-06,2.2096186906659862e-06,train
8.445705415e-07,9.079192318199999e-07,2.9404780642638555e-06,1.3789597470683319e-06,train
8.468250575e-07,9.27597245e-07,2.5528237401365964e-06,2.056384227318383e-06,train
8.678569266999999e-07,9.4535811e-07,2.7669191799437115e-06,2.7903208944562746e-06,train
8.388012700999999e-07,9.4000549159e-07,1.849800066828086e-06,2.766935831676903e-06,train
6.45082312e-07,8.020852645e-07,5.371727179174977e-07,7.194846451525289e-07,train
8.484802000999999e-07,9.3523206647e-07,2.369490763847192e-06,2.4022128180615816e-06,train
7.783409114e-07,9.2688788964e-07,7.6421739443554e-07,2.5738249807032133e-06,train
7.218220459999999e-07,8.983248110399999e-07,4.763983931275394e-07,1.9349238501102064e-06,train
7.801558743e-07,8.9340725014e-07,1.5057782767223086e-06,1.502893355555643e-06,train
8.401973083e-07,9.4097766074e-07,1.856736984216205e-06,2.8124474909238005e-06,train
8.419377119e-07,9.2077079703e-07,2.5641649682859248e-06,1.8311503820178459e-06,train
8.313356947e-07,9.2614427303e-07,2.078181324275248e-06,2.1427337302009247e-06,train
7.958757201999999e-07,9.0149972659e-07,1.7004286652615555e-06,1.6025901597005944e-06,train
7.814708731999999e-07,9.3214898794e-07,6.602114695572645e-07,2.798519753353769e-06,train
8.548109665e-07,9.2901939696e-07,2.814683425962998e-06,2.0337139109393197e-06,train
7.610714907999999e-07,8.914254392699999e-07,1.1869032095947363e-06,1.5679330396326923e-06,train
6.197698869999999e-07,8.170834778999999e-07,2.1075680490243765e-07,9.626287500042472e-07,train
8.065579959e-07,9.278105582099999e-07,1.3541930584203904e-06,2.4170292042925507e-06,train
8.674415188999999e-07,9.4567838839e-07,2.732088060971454e-06,2.818240518015724e-06,train
7.212535712e-07,8.220694854e-07,1.2754475052179737e-06,6.515846479332254e-07,train
7.806392159e-07,8.755501274399999e-07,1.7563795631252983e-06,1.1266118804633309e-06,train
8.128399907e-07,9.3427372691e-07,1.3041798299290293e-06,2.676278618057749e-06,train
7.347871249999999e-07,9.269396916499999e-07,6.524667274452667e-09,2.8400190048402374e-06,train
6.944130589999999e-07,8.243264421e-07,9.209782411899105e-07,7.921098307294785e-07,train
6.62244826e-07,8.4658970537e-07,3.9497333743996234e-07,1.2009392118997708e-06,train
8.75680541e-07,9.486860721999999e-07,2.9916882774829894e-06,2.931708426166824e-06,train
6.99433837e-07,8.8337554989e-07,4.136703804333144e-07,1.6884488503978554e-06,train
6.97163921e-07,9.0479926055e-07,3.3040086211524546e-08,2.228573277797481e-06,train
7.977187277999999e-07,8.7148309086e-07,2.1642035387119027e-06,9.388544466387014e-07,train
8.39330716e-07,9.148743283e-07,2.614708006029273e-06,1.6487188458036188e-06,train
7.02749486e-07,8.789438882099999e-07,5.131456217919107e-07,1.5840951835409171e-06,train
7.931328813999999e-07,9.067924292399999e-07,1.5441113399609817e-06,1.7670964236687118e-06,train
7.014968319999999e-07,8.608610864999999e-07,7.022348408297332e-07,1.267411094477086e-06,train
8.237857633e-07,9.2003618045e-07,2.0160890969646544e-06,1.968292878794788e-06,train
7.434819529e-07,8.539152826e-07,1.3409603852154582e-06,9.703201518581502e-07,train
6.795955299999999e-07,8.514961265499999e-07,5.370927070597384e-07,1.2089314917617248e-06,train
8.174598804999999e-07,9.084571738799999e-07,2.0959547700391515e-06,1.6383761292549668e-06,train
8.07663151e-07,9.103885909599999e-07,1.8072008710180328e-06,1.7716690074752255e-06,train
7.19271224e-07,9.112981577699999e-07,1.889895098045572e-07,2.3230858929991405e-06,train
7.22004942e-07,8.937955298699999e-07,5.535373906765613e-07,1.8212377093594746e-06,train
6.18331996e-07,8.312643883e-07,9.740266770911221e-08,1.139027627855742e-06,train
7.232364119999999e-07,8.8853657524e-07,6.502486934479781e-07,1.6938834046660537e-06,train
6.62181339e-07,8.6539184193e-07,2.1103924279196706e-07,1.4950196759393578e-06,train
8.109167623999999e-07,9.1741628357e-07,1.7349112851651368e-06,1.977098734776439e-06,train
8.364278803999999e-07,9.128415326499999e-07,2.563546957847069e-06,1.609845897368359e-06,train
8.302277167e-07,9.2463830342e-07,2.0860552226189026e-06,2.0904916687272498e-06,train
8.102806771e-07,9.1138853844e-07,1.8513822025824254e-06,1.783013295501968e-06,train
7.838430191999999e-07,8.642037504699999e-07,1.947876279101072e-06,9.054618230253386e-07,train
6.583858429999999e-07,8.038873424e-07,6.580551418531188e-07,6.943693959825699e-07,train
7.770265443e-07,9.272128472099999e-07,7.287502176607402e-07,2.596647296920896e-06,train
8.086731558e-07,8.8884322139e-07,2.1992650777685686e-06,1.2059418913588133e-06,train
8.278446386e-07,9.0168874916e-07,2.513716041770821e-06,1.3620191140608726e-06,train
6.66017454e-07,8.663091238799999e-07,2.415111744096916e-07,1.496635428618997e-06,train
6.90917525e-07,8.330964021e-07,8.169142655048531e-07,9.139508690895197e-07,train
7.20032316e-07,9.0945471519e-07,2.3947760768301664e-07,2.2603065494067225e-06,train
7.964908598e-07,9.3257439424e-07,9.674051230351393e-07,2.7144431954711497e-06,train
8.369732958e-07,9.291952625699999e-07,2.167196998659806e-06,2.223572172590469e-06,train
7.545075526999999e-07,8.444738734e-07,1.5999448915154314e-06,7.760033627478224e-07,train
8.201501153e-07,9.212226120399999e-07,1.8851185368625498e-06,2.0425560322922928e-06,train
6.82691189e-07,8.707964456299999e-07,3.7406157535803585e-07,1.512215914599127e-06,train
8.251018252999999e-07,9.036884801299999e-07,2.3978220846987897e-06,1.4397025486301896e-06,train
7.24381165e-07,8.5189316e-07,1.0831499682156735e-06,1.0309305358728546e-06,train
6.98670956e-07,8.8804316249e-07,3.3806815738922656e-07,1.7929044957590778e-06,train
8.469795853e-07,9.1822385551e-07,2.8044461004881194e-06,1.6877332726909675e-06,train
7.71177633e-07,9.0574854472e-07,1.126282553621146e-06,1.8751836092287008e-06,train
8.226462553999999e-07,9.0301398406e-07,2.3400845469575855e-06,1.4419901828724243e-06,train
6.96299476e-07,8.6167426315e-07,6.312411930502356e-07,1.3017403561561025e-06,train
8.436796887e-07,9.375176045e-07,2.113500433843792e-06,2.5748407177696947e-06,train
8.168985421999999e-07,9.202732802899999e-07,1.8210362959408142e-06,2.0332953966812804e-06,train
7.833020414e-07,8.9450231197e-07,1.5511129802820625e-06,1.5092460535431014e-06,train
7.968057076e-07,8.639837417e-07,2.227040746894752e-06,8.142542303898231e-07,train
8.476946232999999e-07,9.4213058941e-07,2.0723420062323616e-06,2.808486164867491e-06,train
7.671254471e-07,8.9821586736e-07,1.1860498969034844e-06,1.6969090145651377e-06,train
7.545627229999999e-07,9.0672628479e-07,8.175267605210048e-07,1.998021848224256e-06,train
8.287274653e-07,9.159485771e-07,2.256160913988561e-06,1.7817507201074597e-06,train
7.884587152999999e-07,9.2427148753e-07,1.0450890628070344e-06,2.396157148990808e-06,train
8.253730806999999e-07,8.9854038453e-07,2.4953421013568687e-06,1.3015621154471458e-06,train
7.412662998999999e-07,8.282575441e-07,1.5187763373600858e-06,6.309123124059609e-07,train
7.437179107999999e-07,8.569295046199999e-07,1.3161650972145625e-06,1.0151507859477108e-06,train
7.74857239e-07,9.1264168897e-07,1.056072793035918e-06,2.061922207838526e-06,train
8.420047625e-07,9.417721354099999e-07,1.8850107442854327e-06,2.8441176314712698e-06,train
8.086471755999999e-07,9.358301447199999e-07,1.141923062224871e-06,2.791749599608972e-06,train
7.756926254e-07,8.876443566099999e-07,1.5043952628361288e-06,1.4000936471012593e-06,train
8.311173636e-07,9.0453491804e-07,2.5610992241653163e-06,1.4105201196519906e-06,train
7.789289641e-07,9.214984838699999e-07,9.252620330671121e-07,2.3487043512504726e-06,train
8.310639607e-07,9.2960736923e-07,1.9683297675173545e-06,2.2964308712262895e-06,train
6.7096846e-07,8.8589014925e-07,4.6440736940682624e-08,1.8604446104882495e-06,train
8.390463374999999e-07,9.193098452799999e-07,2.5024006375310922e-06,1.8054055552222748e-06,train
8.101748772e-07,9.1942562319e-07,1.6684100133744544e-06,2.0544272878834636e-06,train
6.71453578e-07,8.639047310499999e-07,3.259353069264326e-07,1.435205427481804e-06,train
7.528166001e-07,9.2490498673e-07,3.580170713917784e-07,2.6463103814967216e-06,train
8.26460106e-07,9.369887796699999e-07,1.5812934958450687e-06,2.70726382645756e-06,train
7.574226108999999e-07,9.2151431578e-07,5.302598819098373e-07,2.4809317141781894e-06,train
8.119488045999999e-07,9.0947455714e-07,1.9323288660494024e-06,1.7117063898706114e-06,train
7.643841040999999e-07,9.301745766599999e-07,3.980755478310398e-07,2.813604850611241e-06,train
8.554844347e-07,9.327909099199999e-07,2.722898420121385e-06,2.202861296575902e-06,train
7.984579841e-07,8.8278019583e-07,2.041223803189766e-06,1.151007535642985e-06,train
6.80729189e-07,8.7670439984e-07,2.805304549298897e-07,1.6307718423767366e-06,train
7.949242331e-07,8.900771831e-07,1.861146252545272e-06,1.331510307859718e-06,train
7.623243413e-07,9.1999441002e-07,6.550547468445123e-07,2.3935598789755047e-06,train
7.809558734e-07,9.276331888199999e-07,7.939969672572885e-07,2.589504898613348e-06,train
7.832906001999999e-07,8.861633111699999e-07,1.6727852729135287e-06,1.32185824861225e-06,train
6.14607389e-07,8.340938978299999e-07,4.219159540242712e-08,1.1871350651947857e-06,train
8.459379025999999e-07,9.1348349863e-07,2.874371334491986e-06,1.5374194264031018e-06,train
6.97019999e-07,8.8427604612e-07,3.717335527781456e-07,1.7177484616453684e-06,train
7.5891995e-07,9.325313738599999e-07,2.2020577040441704e-07,2.9648446789412324e-06,train
7.859894717e-07,9.1782311993e-07,1.158684850044363e-06,2.1669104585488227e-06,train
7.693526304e-07,8.638377580699999e-07,1.6741043698100727e-06,9.878145446951596e-07,train
8.286868802e-07,9.042044945599999e-07,2.4936145414910913e-06,1.422926680463055e-06,train
8.292756401999999e-07,9.2521594397e-07,2.0415554046554926e-06,2.1224659197383567e-06,train
7.945938390999999e-07,9.304831782599999e-07,9.936258918315616e-07,2.6265280167121207e-06,train
8.266072025e-07,9.2961592453e-07,1.8347606299026646e-06,2.3360707086691726e-06,train
7.977919386e-07,8.852319713e-07,1.993222741007823e-06,1.2065845544373095e-06,train
7.913271327e-07,9.2936924478e-07,9.571157452652009e-07,2.5975802142293197e-06,train
7.717801001e-07,9.1221793764e-07,1.0074386541893253e-06,2.066964502190141e-06,train
6.346009279999999e-07,8.272165833999999e-07,2.7641201569851803e-07,1.0373982159004072e-06,train
8.29065461e-07,9.379960618299999e-07,1.6206418311915127e-06,2.7405699865459706e-06,train
7.314542904e-07,8.363139723999999e-07,1.3128388431418737e-06,7.819849398800977e-07,train
7.837057771e-07,9.121791483499999e-07,1.238974949773863e-06,1.991823507212084e-06,train
7.289449129999999e-07,9.000800417099999e-07,5.460641865169647e-07,1.9463229218016815e-06,train
8.169426861e-07,9.3853718109e-07,1.254471355288032e-06,2.8764517499208024e-06,train
7.437546710999999e-07,8.966326942799999e-07,8.245117702686792e-07,1.783785272072871e-06,train
7.813982263999999e-07,8.530020462e-07,2.0107746065856385e-06,7.423807131586476e-07,train
7.462763674e-07,9.2929252043e-07,1.1440672933912999e-07,2.88230287238849e-06,train
8.621294042e-07,9.3422282184e-07,2.9537341145810282e-06,2.1973887748440176e-06,train
8.737689932e-07,9.4747641247e-07,2.9546734061912767e-06,2.86551171197897e-06,train
8.354045720999999e-07,9.316175312799999e-07,2.041140605872557e-06,2.3505263558369734e-06,train
7.30111052e-07,9.1966292587e-07,1.4364271919372662e-07,2.5624780654338354e-06,train
8.044165415e-07,9.0422814172e-07,1.8474903591842671e-06,1.6163958804266848e-06,train
6.6811441e-07,8.6688978237e-07,2.574905425292268e-07,1.4988840846910368e-06,train
8.086435173999999e-07,8.853010082799999e-07,2.2484398564288084e-06,1.1294585785245112e-06,train
8.351546465999999e-07,9.1110041879e-07,2.5592039522071096e-06,1.5667545406489702e-06,train
7.735852003e-07,8.996057528899999e-07,1.2806675786840416e-06,1.6946595655436518e-06,train
7.388193027e-07,8.668954942899999e-07,1.1414668227111086e-06,1.2008722316579322e-06,train
7.744694412e-07,8.777386910299999e-07,1.611353370123745e-06,1.2055446059858069e-06,train
8.030121176e-07,9.2589265052e-07,1.3246112198188178e-06,2.360900692970612e-06,train
8.063409313e-07,9.0884882214e-07,1.8059407828902819e-06,1.734878654857312e-06,train
8.628136648e-07,9.439779938699999e-07,2.600151483790843e-06,2.7586101282860105e-06,train
8.438510092e-07,9.088844611299999e-07,2.895859944240233e-06,1.41501931909523e-06,train
8.064386813e-07,9.2113698927e-07,1.5339048826192266e-06,2.1459584930703757e-06,train
7.871854252e-07,8.907840050799999e-07,1.6861971091565377e-06,1.3984251155642296e-06,train
8.233660117999999e-07,9.4084639265e-07,1.3389442389710188e-06,2.960311190096818e-06,train
