A1,A2,C1,C2,bin
7.314610756e-07,8.336537357999999e-07,1.3334900518409324e-06,7.474276593145384e-07,train
8.499783604999999e-07,9.2848939386e-07,2.6431658943038207e-06,2.0625451608038458e-06,train
8.426598556e-07,9.0908953424e-07,2.8500821084718447e-06,1.4331477116485605e-06,train
7.010658959999999e-07,8.984478541e-07,2.0072046352586638e-07,2.034429492426459e-06,train
8.385987809999999e-07,9.4094521596e-07,1.8044691390405716e-06,2.826096703782285e-06,train
7.88903711e-07,8.966386707e-07,1.6318822247522865e-06,1.525163979191727e-06,train
6.94147382e-07,8.832972459399999e-07,3.5049116525962545e-07,1.7091878040242604e-06,train
8.390494009e-07,9.0197069628e-07,2.8615638040951115e-06,1.266293354202733e-06,train
6.762877079999999e-07,8.7124491727e-07,2.969934775939317e-07,1.5453749246748768e-06,train
6.90110553e-07,8.5162527407e-07,6.549927786184967e-07,1.170561933440485e-06,train
8.309273487999999e-07,9.2067029426e-07,2.2104983039199415e-06,1.9301290440179934e-06,train
7.940627320999999e-07,9.005168537599999e-07,1.6776125973565247e-06,1.5890802023320595e-06,train
8.46335091e-07,9.355652934399999e-07,2.2792956235665607e-06,2.441955974670795e-06,train
7.421426143999999e-07,8.8349948122e-07,9.933997421892818e-07,1.495096482405307e-06,train
6.74990355e-07,8.363272363e-07,6.140073646151324e-07,1.0154279198452421e-06,train
8.107849477e-07,9.1190870604e-07,1.8531966696273594e-06,1.795495062347845e-06,train
8.147917521999999e-07,9.341470330899999e-07,1.359499610550314e-06,2.6540596827745775e-06,train
6.94068605e-07,8.7632684317e-07,4.403615782476531e-07,1.5694612218826011e-06,train
7.524240619e-07,8.549393141e-07,1.472149233212638e-06,9.399622526876299e-07,train
8.161511338e-07,9.1695329879e-07,1.8805601674343488e-06,1.9204314078180263e-06,train
8.540232841999999e-07,9.362193314599999e-07,2.5462996528225745e-06,2.394927478822241e-06,train
7.679533377e-07,9.2523161948e-07,6.147668455786823e-07,2.5686563619733582e-06,train
8.326775487999999e-07,9.1279204892e-07,2.445664470180992e-06,1.642743450761674e-06,train
8.388983746e-07,9.3032560465e-07,2.1958324729035773e-06,2.2568707863514395e-06,train
6.7997776e-07,8.059263875999999e-07,8.743987560704013e-07,6.391717645884524e-07,train
8.099022202999999e-07,9.352601437199999e-07,1.1941455456818455e-06,2.751310763494723e-06,train
8.153222979e-07,8.802048474899999e-07,2.4875164013406733e-06,9.722620299587301e-07,train
7.912021203e-07,9.077335216999999e-07,1.4845505516954547e-06,1.8073138162958978e-06,train
8.010331938e-07,8.784882725799999e-07,2.1556305912854817e-06,1.046968322782383e-06,train
8.306664822999999e-07,9.324761163e-07,1.865213773895889e-06,2.4353033735414057e-06,train
8.640111945e-07,9.4397733644e-07,2.653554484212395e-06,2.7439098370667323e-06,train
7.465207776e-07,8.5767534027e-07,1.3522932487386612e-06,1.0126155361957054e-06,train
8.310061235e-07,8.84252405e-07,2.8814899465037496e-06,9.201988678979161e-07,train
7.910783861999999e-07,9.345238325599999e-07,7.794574408949772e-07,2.8534181085786774e-06,train
8.214221743e-07,9.3103347506e-07,1.6424740471417301e-06,2.4460030264004964e-06,train
7.286063050999999e-07,8.271092486e-07,1.3415375703695273e-06,6.785852773498866e-07,train
7.263130159999999e-07,9.2081855264e-07,5.685662115341661e-08,2.62795135163424e-06,train
7.720762537e-07,9.256690517999999e-07,6.79004432928628e-07,2.5614113107556164e-06,train
6.18387595e-07,8.152292415999999e-07,2.105821671810443e-07,9.455318301711616e-07,train
7.530446107e-07,9.1222513089e-07,6.794209303582184e-07,2.175453220213211e-06,train
7.620593033999999e-07,8.791922133899999e-07,1.370520260537728e-06,1.304593432873874e-06,train
7.826953896e-07,8.8801544781e-07,1.6350846343036365e-06,1.36543009798426e-06,train
7.448085495e-07,8.795033333599999e-07,1.0859055682198342e-06,1.4013953001478735e-06,train
7.804692023e-07,8.7382393601e-07,1.77350964507919e-06,1.0955890693591043e-06,train
8.353961844e-07,9.0279160844e-07,2.7271083715552014e-06,1.323347593395673e-06,train
8.054674747e-07,9.2129873836e-07,1.5063490972503194e-06,2.159272751471044e-06,train
7.357452634999999e-07,8.770847688599999e-07,9.798007231414195e-07,1.3992080764526476e-06,train
8.008745536e-07,9.1327028644e-07,1.585824376728392e-06,1.9114494494908655e-06,train
8.250794351999999e-07,8.904162991199999e-07,2.6152097363811997e-06,1.1088637858222292e-06,train
7.14280002e-07,9.0958915081e-07,1.5758323455944212e-07,2.292977813242149e-06,train
7.372256722e-07,8.9844632053e-07,6.952454763581539e-07,1.8626801768703622e-06,train
7.453069117e-07,9.2293395914e-07,2.903010899592292e-07,2.6077705838118162e-06,train
8.235336758e-07,9.3856666034e-07,1.4361889299652115e-06,2.822162856828767e-06,train
8.100800421999999e-07,9.1625256482e-07,1.7407566163894794e-06,1.9432262267462842e-06,train
8.517084398e-07,9.4483033315e-07,2.1024327480836807e-06,2.944878662180489e-06,train
8.534230123e-07,9.3299829178e-07,2.634120366716134e-06,2.2358831267428242e-06,train
8.471361685999999e-07,9.374211561699999e-07,2.240702625901491e-06,2.5341784562349826e-06,train
8.234304102e-07,9.2344646364e-07,1.919014939937016e-06,2.1013167165955296e-06,train
8.065910429999999e-07,8.7200579316e-07,2.366854601487561e-06,8.83421290999962e-07,train
7.731545268999999e-07,9.186817518899999e-07,8.852066628043923e-07,2.279357330308603e-06,train
7.442186328e-07,8.5893676419e-07,1.3044170516393984e-06,1.043983423369688e-06,train
7.255295084e-07,8.219733688999999e-07,1.3347959885954377e-06,6.307611846755219e-07,train
8.53631636e-07,9.456208689299999e-07,2.140035971753133e-06,2.9791010203335975e-06,train
6.75230457e-07,8.292306611e-07,6.697632170380522e-07,9.24438205238919e-07,train
8.425266703999999e-07,9.203200574e-07,2.595663219245699e-06,1.8086106401632664e-06,train
7.355065377e-07,8.753603715799999e-07,9.971100538374141e-07,1.3677889341136807e-06,train
8.543298394999999e-07,9.448537288999999e-07,2.204042912836054e-06,2.9174299204530584e-06,train
6.98795688e-07,8.432089129e-07,8.30267160505966e-07,1.0163596395988082e-06,train
7.804508085e-07,8.9175662663e-07,1.5364726140298761e-06,1.462846969979348e-06,train
7.990575761999999e-07,8.746383830999999e-07,2.1574438413419874e-06,9.874751485176135e-07,train
8.135379664e-07,8.974566740599999e-07,2.1899156377087305e-06,1.3708602629342415e-06,train
8.229186485999999e-07,9.279611917799999e-07,1.7784902852760085e-06,2.293563391455282e-06,train
7.486920653999999e-07,9.1686015803e-07,5.02186510854988e-07,2.3570992916474075e-06,train
8.271756022999999e-07,9.1076893534e-07,2.3216977153546146e-06,1.6277548403560037e-06,train
7.373901732e-07,8.9943582952e-07,6.807905233518278e-07,1.8874189941574429e-06,train
8.474614183e-07,9.39262099e-07,2.181891767812072e-06,2.635740565037613e-06,train
7.785991101e-07,9.1907980416e-07,9.799654253377391e-07,2.2598548986647166e-06,train
8.26098289e-07,9.1930456773e-07,2.100322628185318e-06,1.922026297637808e-06,train
8.339802126e-07,9.3728849537e-07,1.7991597210632795e-06,2.6558644256610727e-06,train
5.933720479999999e-07,7.977293071e-07,1.0196208846739618e-07,8.275197940823223e-07,train
8.322521627999999e-07,8.8828019346e-07,2.862715448655857e-06,9.96310986619013e-07,train
8.035281115e-07,8.7993750443e-07,2.1957454373566627e-06,1.0574460605518179e-06,train
8.016719722e-07,9.296396824199999e-07,1.1818499935258828e-06,2.535823392610666e-06,train
8.335135009999999e-07,9.3920241262e-07,1.710648480179434e-06,2.769573045620519e-06,train
6.67253933e-07,8.8052934902e-07,8.112286164647731e-08,1.76060241107231e-06,train
6.99453807e-07,8.161130500999999e-07,1.0363033123111341e-06,6.759278800898805e-07,train
7.981937648999999e-07,9.153133419199999e-07,1.4797475577542937e-06,1.9976783611153093e-06,train
6.87588023e-07,8.740346165e-07,3.9206511054975724e-07,1.5523478240680413e-06,train
7.908627227e-07,9.2005225677e-07,1.2066368613611812e-06,2.2155291895268872e-06,train
7.94361803e-07,9.3502882825e-07,8.336844751142611e-07,2.856542677191799e-06,train
8.320301715e-07,9.366443399599999e-07,1.762046726421245e-06,2.6383527185705654e-06,train
8.475837389e-07,9.3079306202e-07,2.4839827376993026e-06,2.192231692787188e-06,train
7.735531244999999e-07,9.0990173255e-07,1.088903771811552e-06,1.983709191496542e-06,train
8.37844754e-07,9.2085459466e-07,2.4246936930436613e-06,1.873657860550541e-06,train
6.555946100000001e-07,8.5025823741e-07,2.941775350078794e-07,1.2775794255233233e-06,train
8.395503844999999e-07,9.109405065099999e-07,2.7063006290479123e-06,1.5202358625692666e-06,train
6.333014269999999e-07,8.096868065e-07,3.8081882827482463e-07,8.38191628670869e-07,train
8.386538838999999e-07,9.074560439599999e-07,2.7462467653641926e-06,1.4239004427681415e-06,train
7.239041839999999e-07,8.907682449599999e-07,6.264699315710872e-07,1.741189421505222e-06,train
6.7097062e-07,8.870743599899999e-07,2.8942126864316078e-08,1.8869031212184548e-06,train
7.173302159999999e-07,8.764022021e-07,7.318368503790872e-07,1.4713847786653995e-06,train
8.221626858999999e-07,8.805659114999999e-07,2.669841956295896e-06,9.226169617451504e-07,train
7.717565797e-07,9.0219970119e-07,1.2018401908561773e-06,1.773639311386237e-06,train
7.497798418e-07,9.1353309276e-07,5.970902088127442e-07,2.2364843024303682e-06,train
8.576983114e-07,9.3912398237e-07,2.585723073724501e-06,2.51574946675543e-06,train
7.567625205e-07,9.0987606112e-07,7.911807266463074e-07,2.080424084511946e-06,train
6.864063329999999e-07,8.6520072254e-07,4.786926252275942e-07,1.3996628375237627e-06,train
8.361923104e-07,9.419575616999999e-07,1.682513117276329e-06,2.912837981385625e-06,train
8.497305149999999e-07,9.3268779081e-07,2.5026692146998314e-06,2.2603618278562386e-06,train
8.263969147e-07,9.035956347399999e-07,2.4370687528047644e-06,1.426072349902956e-06,train
7.644968289e-07,8.6737936051e-07,1.549966164384574e-06,1.0752727278775375e-06,train
8.094162097999999e-07,9.125996296799999e-07,1.8044794192757203e-06,1.8276910761395213e-06,train
8.256682957999999e-07,9.2827392211e-07,1.8478618825196697e-06,2.28397454694254e-06,train
8.015075893e-07,9.3004457309e-07,1.1653279553694745e-06,2.5558022148903374e-06,train
8.384683502e-07,8.9803328123e-07,2.910342759094568e-06,1.1690735741676535e-06,train
8.476182277e-07,9.345672474199999e-07,2.36094603651155e-06,2.376728308349044e-06,train
8.504084989e-07,9.424106013599999e-07,2.1616208920631494e-06,2.7975279750418352e-06,train
7.956061988e-07,9.253098872099999e-07,1.1711262830740695e-06,2.389725943289724e-06,train
7.67736381e-07,8.8975139702e-07,1.3280624491618833e-06,1.4927992651927488e-06,train
8.470733509999999e-07,9.187345097299999e-07,2.7956681794753202e-06,1.7049903359318463e-06,train
8.325620118e-07,9.163422593499999e-07,2.363854387336388e-06,1.7611548974142537e-06,train
8.142541931e-07,8.7195995712e-07,2.5618084757602783e-06,8.22416059395998e-07,train
7.267689679e-07,8.336531779e-07,1.2672361566870407e-06,7.694304429562917e-07,train
6.898482739999999e-07,8.705808486e-07,4.5895443655078017e-07,1.4798756103272362e-06,train
8.087362747999999e-07,8.9455627029e-07,2.115064564459531e-06,1.3367556901783462e-06,train
7.943577543999999e-07,9.1453515202e-07,1.411779865772248e-06,1.9981358762337198e-06,train
8.145065944999999e-07,9.2803983071e-07,1.5478991378019579e-06,2.3656676958864724e-06,train
8.053941673e-07,9.2164908963e-07,1.4956461468626046e-06,2.1731586553443852e-06,train
7.284889989999999e-07,9.2348729788e-07,1.4470599265129391e-08,2.7247888615541293e-06,train
7.421866365e-07,9.2562256762e-07,1.6281334168583451e-07,2.7390661085083642e-06,train
8.657775615e-07,9.3838044722e-07,2.966831433520602e-06,2.3762664266380784e-06,train
8.521167144e-07,9.396935624899999e-07,2.3399557869602223e-06,2.611535338897096e-06,train
8.339521923e-07,8.9610849304e-07,2.7954005471451034e-06,1.1639521469846799e-06,train
8.483850598999999e-07,9.140249539799999e-07,2.9519878562899257e-06,1.5296902626227234e-06,train
6.62394972e-07,8.177914961e-07,6.131135956354509e-07,8.337304382766247e-07,train
7.30317446e-07,8.910389221399999e-07,7.125929957914693e-07,1.7169312994059428e-06,train
7.25872005e-07,8.7531482372e-07,8.607097928318482e-07,1.412201466927258e-06,train
8.414365077999999e-07,9.109888884099999e-07,2.7691866724692982e-06,1.5033582872905415e-06,train
7.433908156999999e-07,9.1625851148e-07,4.3185421748030605e-07,2.3650648258433393e-06,train
8.176553375999999e-07,8.8806478017e-07,2.442293748682767e-06,1.1185095236808238e-06,train
8.373673202e-07,9.0336059689e-07,2.7808007982375833e-06,1.3202350344177546e-06,train
8.316462574e-07,9.2879790927e-07,2.01069004070362e-06,2.254729489729803e-06,train
7.06125966e-07,8.964960301e-07,2.986522556376038e-07,1.961175792847904e-06,train
7.762774229999999e-07,9.291948450699999e-07,6.533268416044478e-07,2.6911359112721736e-06,train
8.597143264999999e-07,9.3032234561e-07,2.9767625310242757e-06,2.0370241500277165e-06,train
6.752950669999999e-07,8.874216641699999e-07,7.215944875511104e-08,1.8771094089321109e-06,train
8.168076401e-07,9.3543877787e-07,1.3673717780926893e-06,2.7052349510072707e-06,train
8.297473092e-07,8.8563651144e-07,2.8233878606998486e-06,9.614372569615023e-07,train
