A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,bin
8.455110961152e-07,9.415643113101999e-07,7.295311361669996e-08,7.446176327420011e-08,4.9866115323029936e-08,1.8027822803248753e-08,1.8167896739098187e-08,4.654450184703005e-08,1.756807359159975e-08,3.1362753957869874e-08,2.0002074787417948e-06,2.8000189551520442e-06,train
7.878972565429999e-07,8.940775345817e-07,7.295754459219983e-08,7.456087320069984e-08,4.986213080175003e-08,1.8028646586282982e-08,1.794047568840087e-08,4.653529579434985e-08,1.7567896781599926e-08,3.1343102082330005e-08,1.6405225946125332e-06,1.4732243427793056e-06,train
7.989861392862999e-07,9.145354137409e-07,7.295365232669996e-08,7.454033356259999e-08,4.986225700204996e-08,1.8028304842777082e-08,1.7983519919414784e-08,4.653549212017989e-08,1.7567795362799894e-08,3.134710700354982e-08,1.503316923966286e-06,1.969640718438945e-06,train
7.771776065289e-07,8.606077407152e-07,7.296538556590005e-08,7.45824375777e-08,4.986282479423979e-08,1.8029128323076865e-08,1.7897334577858938e-08,4.6536147440669994e-08,1.7568192110999933e-08,3.1340556094569925e-08,1.8434840291788516e-06,8.912863663937342e-07,train
7.292359907374e-07,9.098004945907e-07,7.295519596979997e-08,7.468655012759992e-08,4.985959590799011e-08,1.802969787092004e-08,1.770154939911585e-08,4.6523120098139895e-08,1.7568380966299968e-08,3.1343822761449965e-08,3.5575991508602833e-07,2.227260854471343e-06,train
8.247168310617999e-07,8.702008775182e-07,7.296464402379988e-08,7.449272737989996e-08,4.986536984216991e-08,1.8028327732024113e-08,1.8092603241563676e-08,4.6546560120719895e-08,1.7567981499099817e-08,3.1344648301249796e-08,2.8580707906036164e-06,7.050993086000537e-07,train
7.83140769717e-07,8.563415084554e-07,7.296645905959996e-08,7.457069905859986e-08,4.9863251508579796e-08,1.802906205806691e-08,1.7921607346243984e-08,4.653766578663986e-08,1.7568192803599927e-08,3.1340827238279894e-08,2.0030799457438524e-06,7.859920809856548e-07,train
6.902680086749999e-07,8.892597731995e-07,7.296166712000006e-08,7.478123403919996e-08,4.985934394853994e-08,1.803079778591284e-08,1.7545832621676725e-08,4.6519823446279864e-08,1.7569024134200007e-08,3.134142355988988e-08,2.1276891988407797e-07,1.8582850768202416e-06,train
6.105001888690001e-07,7.514772553390001e-07,7.300645105479984e-08,7.502197762029982e-08,4.986584741751009e-08,1.803514667322908e-08,1.7214534323561308e-08,4.6522319986079934e-08,1.7572329746699932e-08,3.1347898036710115e-08,4.630606804444858e-07,3.511836130704007e-07,train
7.15336703846e-07,8.934559261566999e-07,7.295924306310008e-08,7.471871155009984e-08,4.985970319108998e-08,1.803010149940396e-08,1.7646816516250958e-08,4.6522777322099985e-08,1.7568567676299965e-08,3.134148119433989e-08,4.622996991623986e-07,1.8462526883114493e-06,train
6.498906392449999e-07,8.517900134897e-07,7.297399522829993e-08,7.489260548769995e-08,4.986044247375994e-08,1.8032283625931705e-08,1.7382225635540717e-08,4.6518269495169945e-08,1.7570098648499862e-08,3.134102831130005e-08,2.190591604506226e-07,1.3214065586641376e-06,train
8.569370818732e-07,9.445508402056999e-07,7.295460684109997e-08,7.444408777359988e-08,4.986756183815001e-08,1.8027768057051917e-08,1.8214741504736023e-08,4.654812816024994e-08,1.7568295775899888e-08,3.1366867219489966e-08,2.304742885527578e-06,2.8718894380920682e-06,train
8.207734111219e-07,8.617594788575999e-07,7.296643637690011e-08,7.449990990839982e-08,4.986543613671993e-08,1.8028426646983953e-08,1.8076224613049017e-08,4.6546163085779934e-08,1.7568062538299843e-08,3.1343977130299914e-08,2.8410959385708546e-06,5.914116061216306e-07,train
8.683593178645999e-07,9.416052387752e-07,7.295697857909989e-08,7.442579652509993e-08,4.986920695495007e-08,1.8027675551844923e-08,1.8265483423844848e-08,4.65536612288998e-08,1.756835690379986e-08,3.136799188781003e-08,2.9371919152613304e-06,2.540942470220428e-06,train
8.451729448571e-07,9.104890157272e-07,7.295780653719986e-08,7.445843509630011e-08,4.986623957659997e-08,1.8027753540545575e-08,1.8175595698558e-08,4.6548980084319915e-08,1.7567889356299893e-08,3.1351910437549976e-08,2.8930788699365882e-06,1.4551459189987647e-06,train
6.618091626639999e-07,7.819775942420999e-07,7.299225540759993e-08,7.486283705519996e-08,4.9864106410069895e-08,1.8032912298873708e-08,1.742559424596579e-08,4.652528526658004e-08,1.7570647864399858e-08,3.1343269573599874e-08,8.070685470369367e-07,4.637385850643139e-07,train
8.296332278452999e-07,9.092058385927999e-07,7.295634398149997e-08,7.448446920639988e-08,4.9864650659599833e-08,1.802789911831924e-08,1.8110672078673953e-08,4.654406827044987e-08,1.7567777515900187e-08,3.1349160155879946e-08,2.4114599553191017e-06,1.5629836749251063e-06,train
8.431479272048e-07,9.264727652953e-07,7.295472750709996e-08,7.446304619560011e-08,4.986575258585987e-08,1.8027787298773272e-08,1.8163705490873002e-08,4.654620310780008e-08,1.756788803909992e-08,3.1355615041749896e-08,2.4377539271471936e-06,2.0499546503610396e-06,train
8.420929936841e-07,9.436926215684999e-07,7.295253004570002e-08,7.446786114519995e-08,4.9865761543309946e-08,1.8027907422789072e-08,1.8152414294574827e-08,4.65428994436699e-08,1.756817686589999e-08,3.136341131617005e-08,1.787104072926697e-06,2.972854775776869e-06,train
8.387658243086e-07,8.993632370048999e-07,7.295925501899978e-08,7.446863642999991e-08,4.986573914015998e-08,1.802788576018212e-08,1.8149928529624864e-08,4.654805738528008e-08,1.7567900832899855e-08,3.134901337231994e-08,2.881378272879335e-06,1.204887674272438e-06,train
6.30050197074e-07,8.378179263708999e-07,7.297951408339992e-08,7.495288509690004e-08,4.9860930931590006e-08,1.8033074853122046e-08,1.7301218763031843e-08,4.651734897862982e-08,1.7570600249999786e-08,3.134198377063985e-08,1.5009986701054635e-07,1.1888889445606427e-06,train
8.513522516883e-07,9.411635092668999e-07,7.295394727309994e-08,7.445216015089996e-08,4.986683662125009e-08,1.8027815062750608e-08,1.8192767828591992e-08,4.65466476974299e-08,1.7568146556800194e-08,3.136361756210999e-08,2.232730403954983e-06,2.713513663088799e-06,train
8.565956805617999e-07,9.437489756347e-07,7.295458844009989e-08,7.44443828019e-08,4.986756624311997e-08,1.8027777164188595e-08,1.8213742858238952e-08,4.654814610381993e-08,1.7568302778199926e-08,3.136629748412979e-08,2.3274146124731547e-06,2.8215049593649593e-06,train
7.812309038672999e-07,9.250685327956999e-07,7.295149481910002e-08,7.457596817129998e-08,4.9861185066690036e-08,1.802862874660889e-08,1.7909104349135822e-08,4.6530282954169854e-08,1.7567911390899998e-08,3.134885620007999e-08,8.639050540504516e-07,2.4804328249561393e-06,train
8.153883516135e-07,9.278708252329e-07,7.295204575999998e-08,7.451132369309993e-08,4.986322512794988e-08,1.8028029217706956e-08,1.8047940890856868e-08,4.653766999415003e-08,1.7567819285000005e-08,3.1352299596059945e-08,1.5627239087024506e-06,2.3550783874052957e-06,train
7.835889469606999e-07,9.238518918159e-07,7.295168134199986e-08,7.457110927739981e-08,4.986135450904005e-08,1.802853689619394e-08,1.7918993131495133e-08,4.6530880686490025e-08,1.7567907952299868e-08,3.134855681993994e-08,9.451951746242299e-07,2.4148568239576484e-06,train
8.190147247986999e-07,9.356688043694999e-07,7.295124066089981e-08,7.450600802650003e-08,4.986357237511991e-08,1.802803912956326e-08,1.8060224352483877e-08,4.653738805995987e-08,1.756794753349982e-08,3.135580232268991e-08,1.4051437429483503e-06,2.7032163899981956e-06,train
7.298290650779999e-07,9.169729286295999e-07,7.295382253409998e-08,7.468570219650001e-08,4.985947975309997e-08,1.8029619947989803e-08,1.770304589952886e-08,4.652237869525996e-08,1.7568327246199904e-08,3.134535255322983e-08,2.005469482118224e-07,2.4661697094286503e-06,train
6.45466963358e-07,8.536043320895e-07,7.297391249680007e-08,7.490559121839979e-08,4.9860298396150024e-08,1.8032373132930057e-08,1.7364444989455626e-08,4.6517681775789933e-08,1.7570107746499807e-08,3.134127100731002e-08,1.5823553585014404e-07,1.3641987209330127e-06,train
7.994913937122999e-07,9.378885347076e-07,7.295010992950002e-08,7.454246772489988e-08,4.9862233297569925e-08,1.802835548607401e-08,1.7979318701257115e-08,4.6532153377459966e-08,1.7567931193299778e-08,3.135506185363998e-08,8.310292768324142e-07,2.9808647779529004e-06,train
8.242899896677999e-07,8.825231561481e-07,7.296166498449998e-08,7.449328166009994e-08,4.986495732291001e-08,1.8028196146806987e-08,1.809060246912717e-08,4.654532987379008e-08,1.7567894962399948e-08,3.1345262498939984e-08,2.6899585592186236e-06,9.485987574198324e-07,train
7.25704911211e-07,8.180456184115999e-07,7.297774848440008e-08,7.469635545179987e-08,4.9862986956349885e-08,1.803069234662603e-08,1.7686789307447013e-08,4.6530810902199946e-08,1.756916187719991e-08,3.1340136332689903e-08,1.3571620233545124e-06,5.858644866430259e-07,train
7.913943690188999e-07,9.212192802665e-07,7.295225211400004e-08,7.455545586500008e-08,4.986175226330993e-08,1.8028449014708775e-08,1.7951355958935016e-08,4.6532947254630045e-08,1.7567886881500014e-08,3.134827216395001e-08,1.1774720977996777e-06,2.2592271757843105e-06,train
6.937293522149999e-07,8.481626107964e-07,7.297146692759999e-08,7.477295400950005e-08,4.986096325989999e-08,1.803103302225187e-08,1.7559227604893817e-08,4.652387261059999e-08,1.7569304038900075e-08,3.1339768577719953e-08,7.226730916905338e-07,1.1076808803391603e-06,train
7.91619763605e-07,8.122323366071999e-07,7.297835059029991e-08,7.455646769140001e-08,4.986581168395984e-08,1.8029420164898333e-08,1.795428018776882e-08,4.654312206305e-08,1.7568670539800026e-08,3.1342199670520067e-08,2.55120877857302e-06,1.2565499425232918e-07,train
7.745961696729e-07,9.148428745988e-07,7.295316984460009e-08,7.458833262180002e-08,4.986098361238996e-08,1.8028751364455916e-08,1.7884236152042903e-08,4.653024446529999e-08,1.756791650249989e-08,3.134575858199993e-08,9.928338774333715e-07,2.1391149438576646e-06,train
6.93212162734e-07,8.658327821850999e-07,7.296703979260002e-08,7.477365148859998e-08,4.9860241000189866e-08,1.803094374929804e-08,1.7557724960558876e-08,4.652233953531988e-08,1.7569078432899807e-08,3.13400459250501e-08,5.457938881164129e-07,1.3850712075789391e-06,train
8.598598303848e-07,9.29814984317e-07,7.295674467819999e-08,7.443673515100007e-08,4.986782485250002e-08,1.802761753430499e-08,1.823372310896182e-08,4.655196545582997e-08,1.756807986399985e-08,3.136023902927992e-08,2.979198447512311e-06,2.0171379138060123e-06,train
6.68848247077e-07,8.037017094417999e-07,7.29853886733999e-08,7.484149777910004e-08,4.986287322468993e-08,1.8032363421465865e-08,1.7455855082316036e-08,4.6524391927789984e-08,1.75702535773e-08,3.134174524402992e-08,7.629240655806159e-07,6.573652984599381e-07,train
8.269962182628999e-07,8.725540079163e-07,7.296428152389973e-08,7.448871963510005e-08,4.986553550896988e-08,1.802819774874979e-08,1.8101991542673898e-08,4.6546991104269855e-08,1.7567952929399966e-08,3.134505334695981e-08,2.8968906686278295e-06,7.281190257278246e-07,train
7.398633881264e-07,8.588437786902999e-07,7.296644374939992e-08,7.466188641039998e-08,4.986152819811003e-08,1.802982362650893e-08,1.7746010988646998e-08,4.652967746980002e-08,1.7568493624999993e-08,3.1339540884089885e-08,1.231756814004919e-06,1.066463549423867e-06,train
6.068628334389999e-07,8.288066706505e-07,7.298445279829998e-08,7.502791909749992e-08,4.986145559621991e-08,1.803401953791582e-08,1.7206524561304352e-08,4.65156691809799e-08,1.7571282687800133e-08,3.134333140752997e-08,1.2484643665465312e-08,1.1431502818509715e-06,train
8.053900222315e-07,8.901885450092e-07,7.29588950732e-08,7.452743223740012e-08,4.9863301073810035e-08,1.802835254135804e-08,1.8012192500892772e-08,4.653958429165993e-08,1.7567835974599867e-08,3.1343916697179775e-08,2.087339836875081e-06,1.2639942668269151e-06,train
8.343439559852e-07,9.115515065622e-07,7.295638355579988e-08,7.447658050259997e-08,4.9865084599719884e-08,1.8027864390983146e-08,1.812994884458088e-08,4.654527442681007e-08,1.7567837010999947e-08,3.1350271538329834e-08,2.5085124847878543e-06,1.5926512030220012e-06,train
7.374394418598e-07,8.715109630489999e-07,7.296332326010012e-08,7.466712361379984e-08,4.986094046483995e-08,1.802979222616981e-08,1.7736418931558817e-08,4.652816093751002e-08,1.7568414193799903e-08,3.1339889191999905e-08,1.0627829969066329e-06,1.2904518860377145e-06,train
6.54380572977e-07,8.4772485901e-07,7.297460899439983e-08,7.487974302879987e-08,4.986058947319995e-08,1.8032218244921968e-08,1.740020661549897e-08,4.6519199705550045e-08,1.7570005583000055e-08,3.1340889499689945e-08,3.008695349178342e-07,1.2459616471669177e-06,train
8.301752202961e-07,9.419020149167e-07,7.29515076894999e-08,7.448768796439995e-08,4.9864621495319806e-08,1.8027950583149823e-08,1.8103671830962997e-08,4.653945706394991e-08,1.7568049141700017e-08,3.136047597945989e-08,1.4803917155309895e-06,2.9699959396498968e-06,train
7.792953331178e-07,8.10183082441e-07,7.297879487649998e-08,7.458082948139986e-08,4.9865281144070025e-08,1.8029667512136892e-08,1.7903739733827185e-08,4.654069236737991e-08,1.7568748003399966e-08,3.134156045323993e-08,2.3041407290172133e-06,1.9067760578261551e-07,train
6.987934312819999e-07,8.889579898125999e-07,7.296119421510002e-08,7.475936200749993e-08,4.98595306112701e-08,1.8030583606690903e-08,1.758019363770706e-08,4.652093861284002e-08,1.7568883352999858e-08,3.1341259866070095e-08,3.2034271178796517e-07,1.814910618739972e-06,train
8.506792185447999e-07,9.403651336799e-07,7.295395691919997e-08,7.44530381467999e-08,4.986674569917001e-08,1.802782484097455e-08,1.819037089095192e-08,4.654656919715999e-08,1.756815529379999e-08,3.136309152485981e-08,2.240011350927472e-06,2.6719812189790463e-06,train
7.07265325833e-07,9.057335422388999e-07,7.29570784425001e-08,7.473879693669998e-08,4.985919425813005e-08,1.803018627975179e-08,1.7613451524242914e-08,4.652043005759993e-08,1.7568720560199725e-08,3.134326756311995e-08,1.3774411454311865e-07,2.210947826461779e-06,train
6.4790556641e-07,7.26646759408e-07,7.301038902819992e-08,7.490820672200001e-08,4.9867593911030005e-08,1.8034338225691e-08,1.736397615058892e-08,4.6528400399490066e-08,1.7571823119400107e-08,3.1348699857219966e-08,9.037849574102299e-07,2.695733313216786e-08,train
8.407898910637999e-07,9.114031561853999e-07,7.295708305039999e-08,7.446570572009997e-08,4.9865697789430065e-08,1.8027852762534105e-08,1.8157017220344746e-08,4.654740916610001e-08,1.756790524739989e-08,3.135136211727001e-08,2.7220659814912786e-06,1.5271750954616924e-06,train
7.615039324743e-07,8.111736324865999e-07,7.297862865829999e-08,7.461735106439996e-08,4.986441859978015e-08,1.8029993242420973e-08,1.7831423796683848e-08,4.653716238631989e-08,1.7568830921600072e-08,3.134088824521001e-08,1.961924223003722e-06,3.169400250093479e-07,train
8.312937449168e-07,8.939189824872e-07,7.295965955379985e-08,7.448121843099994e-08,4.986514705241983e-08,1.8027959453931697e-08,1.8119166045778053e-08,4.654623939749998e-08,1.7567877694499988e-08,3.1347158313889857e-08,2.7319760248116644e-06,1.13972785039264e-06,train
8.457171601577999e-07,9.258750541734999e-07,7.29551015451999e-08,7.445878186959999e-08,4.986601834777004e-08,1.8027788382264996e-08,1.8174692800634583e-08,4.654718711809986e-08,1.756797909030011e-08,3.1355889571859895e-08,2.5448643121704032e-06,1.9992159498300753e-06,train
7.963611357864e-07,9.370882384678e-07,7.295013484149985e-08,7.454821469840002e-08,4.986207543642992e-08,1.8028370327305045e-08,1.7966933496636685e-08,4.653160103285002e-08,1.7567952411200032e-08,3.135444485765003e-08,7.902580302524909e-07,2.9585707571364316e-06,train
8.581288548081e-07,9.336328494406999e-07,7.295587027820002e-08,7.443990007620012e-08,4.986764653002991e-08,1.8027680641000982e-08,1.8224932317957227e-08,4.6550713514699937e-08,1.756816265589993e-08,3.1361386514409815e-08,2.783959868868258e-06,2.2196142241314636e-06,train
8.094061479593e-07,8.628705380926999e-07,7.29655513256999e-08,7.452041549180007e-08,4.9864487650579824e-08,1.802853798779791e-08,1.802927945747179e-08,4.654306231715003e-08,1.7568012291299772e-08,3.134280097222977e-08,2.526637376323592e-06,7.049480764544042e-07,train
8.008206505328e-07,9.278953828693e-07,7.295139049639989e-08,7.453816921859978e-08,4.9862220537399846e-08,1.8028258697991032e-08,1.7988211003838528e-08,4.653412337059005e-08,1.7567892829299936e-08,3.13510215427799e-08,1.2031497947494628e-06,2.466914327516537e-06,train
7.761732358701999e-07,9.288029479031e-07,7.295093507689998e-08,7.458664932279997e-08,4.9860949882129915e-08,1.8028699328974788e-08,1.7887628467029914e-08,4.6528667029840033e-08,1.756801102029994e-08,3.134980522730993e-08,6.535090107000984e-07,2.6769839145537984e-06,train
7.329648952505e-07,8.963480454545999e-07,7.295783044240002e-08,7.467731239579994e-08,4.9859963562359966e-08,1.802963445240602e-08,1.7717734201057896e-08,4.6525135261639916e-08,1.7568358066600127e-08,3.134177194310981e-08,6.601612663643217e-07,1.8332789629572351e-06,train
5.873433733579999e-07,7.46985770865e-07,7.301053837440009e-08,7.510179906520004e-08,4.98662644493899e-08,1.80360426380991e-08,1.711973786790398e-08,4.652045352731991e-08,1.757297928580011e-08,3.1349622488329984e-08,2.880363557205653e-07,3.765820502374562e-07,train
6.28380175641e-07,8.265560358245999e-07,7.298275680309978e-08,7.495867337690005e-08,4.986147288318997e-08,1.803329971658295e-08,1.7293629739898844e-08,4.651808322158991e-08,1.757079074280022e-08,3.134235967394012e-08,2.2062145338509575e-07,1.0496961631805189e-06,train
8.080653175606999e-07,8.597880801189999e-07,7.296627332200003e-08,7.452297631480001e-08,4.986461059604998e-08,1.802857391555608e-08,1.8023686760691943e-08,4.654303546215996e-08,1.7568041400999855e-08,3.134258253960987e-08,2.5257840713315253e-06,6.641316801566012e-07,train
7.612557463628e-07,8.887940893633e-07,7.295868908640006e-08,7.461498685519997e-08,4.986109549964001e-08,1.802915775356103e-08,1.7832503145281737e-08,4.653057862129005e-08,1.756806938239975e-08,3.134145018957977e-08,1.2196158685937183e-06,1.5106405323303709e-06,train
6.49250869533e-07,7.776048150987999e-07,7.299464920759999e-08,7.48992445964999e-08,4.986428216924996e-08,1.8033385210967062e-08,1.7374252393041097e-08,4.652420329959981e-08,1.757104317919992e-08,3.134407041745003e-08,7.02736015248957e-07,4.649403729274626e-07,train
7.539406450705e-07,8.218733433839e-07,7.297579075960013e-08,7.463273178679983e-08,4.986360158145999e-08,1.8029993300257865e-08,1.7801356021642866e-08,4.65350371038899e-08,1.7568791199600164e-08,3.134027335040006e-08,1.7582656047979217e-06,4.876777648909406e-07,train
7.17675266684e-07,8.732859476063e-07,7.296380518799989e-08,7.471295579369993e-08,4.986040216311999e-08,1.803021352480371e-08,1.765661035112205e-08,4.6525036993869893e-08,1.756870113099991e-08,3.133995506751997e-08,7.671660771797323e-07,1.413722733713671e-06,train
7.94198351996e-07,8.945072892913999e-07,7.295755852079987e-08,7.454860192669999e-08,4.986244560228995e-08,1.8028529090675215e-08,1.7966145473117863e-08,4.6536620878239825e-08,1.7567861800799812e-08,3.1343511701139985e-08,1.7672784644764414e-06,1.4420646313375562e-06,train
7.760419798311e-07,9.071755106775e-07,7.295472509489984e-08,7.458489723849997e-08,4.9861172981529935e-08,1.8028730421627917e-08,1.7891130077722135e-08,4.653147352217996e-08,1.7567963418499908e-08,3.134427327730991e-08,1.1802183309213069e-06,1.8901977787702226e-06,train
7.615071016126999e-07,8.335543660854e-07,7.29725018601002e-08,7.461594222739998e-08,4.9863379967359986e-08,1.8029751861562004e-08,1.783271670268408e-08,4.653543234569997e-08,1.7568567848399907e-08,3.134005763702993e-08,1.7988530720164507e-06,5.921554684469413e-07,train
6.881736108209999e-07,7.431770287489999e-07,7.300197012419984e-08,7.479516873179989e-08,4.9866724552910005e-08,1.8032777298711117e-08,1.7528787729769884e-08,4.6531752523869956e-08,1.75707988217001e-08,3.1345837899079905e-08,1.2750260060471973e-06,1.0213597920925466e-08,train
6.845154210580001e-07,8.890509885269e-07,7.296215727269996e-08,7.479617763499996e-08,4.985932100408002e-08,1.803091178636112e-08,1.752265893744913e-08,4.651908853965983e-08,1.756905460970006e-08,3.1341542382989914e-08,1.482860731214709e-07,1.8777230565404164e-06,train
7.072457755849999e-07,7.923576933381999e-07,7.298591810729995e-08,7.474239595230003e-08,4.986397972844011e-08,1.8031507285085797e-08,1.7610283211067248e-08,4.653020156776986e-08,1.7569742657499778e-08,3.1341611156709865e-08,1.269532249754996e-06,3.893505636842177e-07,train
6.94394068407e-07,9.020589214491e-07,7.295863128690006e-08,7.477095353839986e-08,4.985907079112e-08,1.803055195720403e-08,1.7561911198045253e-08,4.651903630985992e-08,1.7568911588799956e-08,3.134287848265009e-08,4.6052291752388786e-08,2.1645848694226653e-06,train
7.13876080798e-07,8.461672721681e-07,7.297080397000005e-08,7.472289381439998e-08,4.9861397143129917e-08,1.8030613323745796e-08,1.7640535447854086e-08,4.652679661771996e-08,1.7569016876299942e-08,3.133955812316997e-08,9.873157797347441e-07,9.967566221169656e-07,train
7.922193119884e-07,9.339902672414e-07,7.295038132680001e-08,7.455563857870001e-08,4.986173211674997e-08,1.8028411564141217e-08,1.795115273748101e-08,4.6531201620759844e-08,1.7567894395400116e-08,3.1352735476770065e-08,8.120976210831517e-07,2.820848111620498e-06,train
7.697742999660999e-07,8.266810307858e-07,7.297422573930007e-08,7.459916021800004e-08,4.9863980634559956e-08,1.8029609055040857e-08,1.7865979713148814e-08,4.653747648586995e-08,1.7568576018699934e-08,3.1340558856429905e-08,1.9999348931904384e-06,4.545853112126135e-07,train
7.163484179969999e-07,8.753011895939999e-07,7.296336653229982e-08,7.471615716789999e-08,4.98603167640399e-08,1.8030194557091795e-08,1.7651215982027992e-08,4.652461258912997e-08,1.7568693267699987e-08,3.134011306119977e-08,7.258012678926046e-07,1.4569917397934816e-06,train
7.06820883292e-07,8.130756032154e-07,7.298006826479996e-08,7.474198068189977e-08,4.986284863185e-08,1.8031184588232953e-08,1.7610078332703082e-08,4.6528507364969944e-08,1.7569493517100093e-08,3.1340432573179936e-08,1.140806960626794e-06,6.128270472237918e-07,train
6.52566762034e-07,7.51617837138e-07,7.300216465459987e-08,7.489199806409985e-08,4.986588543812002e-08,1.8033659007101837e-08,1.7385346413405896e-08,4.652676897078002e-08,1.7571316676299878e-08,3.134603676246978e-08,8.520140728351587e-07,2.2037150493259107e-07,train
8.530067255657999e-07,9.283028484178999e-07,7.295580647979998e-08,7.444731447010009e-08,4.9866918354419866e-08,1.802774764213191e-08,1.8204856980769845e-08,4.654946543932991e-08,1.7568025213299837e-08,3.1358189133779834e-08,2.7465918360623985e-06,2.0266415668526966e-06,train
8.402826458867e-07,9.432391549848e-07,7.295232660459978e-08,7.447077716009989e-08,4.986558581285997e-08,1.80279158864759e-08,1.8145122987243873e-08,4.6542326629220025e-08,1.7568089044299844e-08,3.1362831030530016e-08,1.7457515325444959e-06,2.960689048434459e-06,train
7.870339911902e-07,9.196427393499e-07,7.29524382555e-08,7.456384356819999e-08,4.9861512154879845e-08,1.80284747292918e-08,1.793387679309297e-08,4.653222284424991e-08,1.7567819946899926e-08,3.134751287559998e-08,1.1253570771130453e-06,2.2292567937241584e-06,train
8.493620811354e-07,9.398744462655999e-07,7.29538236656999e-08,7.445507952169986e-08,4.986656347252991e-08,1.8027832710145892e-08,1.8184977236569866e-08,4.654619192583989e-08,1.7568165267399916e-08,3.136255044160986e-08,2.2103453159583348e-06,2.656596691518813e-06,train
8.504846049876999e-07,9.411840765250999e-07,7.295381397260001e-08,7.445351663379995e-08,4.986674831517992e-08,1.802781662353481e-08,1.8189072118517116e-08,4.654635644731992e-08,1.7568150833599988e-08,3.136342641627998e-08,2.1989120119726758e-06,2.7241258373852754e-06,train
6.636103283019999e-07,8.087997893184999e-07,7.298439941560014e-08,7.485571146299994e-08,4.986253413358004e-08,1.8032419130006055e-08,1.743507714758502e-08,4.65233495844e-08,1.7570242762499796e-08,3.13416678253799e-08,6.781303933920717e-07,7.303895946867391e-07,train
7.586227489523999e-07,9.120332320334999e-07,7.295387639980003e-08,7.462139041219998e-08,4.986040050626002e-08,1.8029014004864808e-08,1.7819911809408146e-08,4.6527666495139976e-08,1.756801697359986e-08,3.1344652530210016e-08,7.684831424362961e-07,2.1407375334187716e-06,train
7.978146265279e-07,9.296267627840999e-07,7.295109447750003e-08,7.454419001059986e-08,4.986205965683991e-08,1.802834643807569e-08,1.7975425526450015e-08,4.6533123053969955e-08,1.7567896076600004e-08,3.135140701856002e-08,1.0814435870279984e-06,2.5669374136241972e-06,train
7.338766137324e-07,9.067234575578e-07,7.295558096899997e-08,7.467565263249981e-08,4.985973770493999e-08,1.802962134795273e-08,1.7720628238322174e-08,4.652412900938001e-08,1.7568279435499947e-08,3.134324435843997e-08,4.865634817497802e-07,2.1098428513260973e-06,train
7.420502927893e-07,8.910357025319e-07,7.295865249149978e-08,7.465668832619981e-08,4.98603494774299e-08,1.8029472919242983e-08,1.7754692859137085e-08,4.652703977614999e-08,1.756825029449988e-08,3.134124775887994e-08,8.780686346004892e-07,1.6616024198008016e-06,train
7.404075452826e-07,9.210928658101999e-07,7.295275459320016e-08,7.466206143789996e-08,4.985973429671997e-08,1.802935437850011e-08,1.7744896437781856e-08,4.6523489302209894e-08,1.7568244997700045e-08,3.1346540047850024e-08,2.5486543065088166e-07,2.5643580794242327e-06,train
8.174016962314999e-07,8.827161332383e-07,7.29611929316001e-08,7.450552842489992e-08,4.986434991321989e-08,1.8028208190467767e-08,1.806203593247815e-08,4.654339911501997e-08,1.7567928594699892e-08,3.134442726176e-08,2.4960929423266974e-06,1.0105657442200316e-06,train
7.658420874218e-07,8.653139987398e-07,7.296424074039993e-08,7.460557538869981e-08,4.986206949929986e-08,1.8029200847616043e-08,1.7851387079420793e-08,4.653357777268001e-08,1.7568215431500025e-08,3.134025704538979e-08,1.5865407315739351e-06,1.0354824754865155e-06,train
7.780174036657e-07,9.172229847721e-07,7.295280290540016e-08,7.458158963199999e-08,4.986113531860984e-08,1.802861895892105e-08,1.789771977239278e-08,4.6530663581949913e-08,1.7567882475299844e-08,3.134643472527991e-08,1.0033440492388123e-06,2.199929881220721e-06,train
8.097003528542999e-07,8.844830447388e-07,7.296038005469984e-08,7.451951433010001e-08,4.9863751105199956e-08,1.8028304982714124e-08,1.8030172854103818e-08,4.654124706570997e-08,1.7567855019199926e-08,3.1343789393889956e-08,2.2731185992424337e-06,1.1079893912171616e-06,train
8.256215872526999e-07,8.637637409573999e-07,7.296626662530006e-08,7.449133704529996e-08,4.9865767558859904e-08,1.8028295130848716e-08,1.8096300459475148e-08,4.654737343279996e-08,1.756802337479979e-08,3.134455931143981e-08,2.9587497433035964e-06,5.821796168372735e-07,train
8.462791723077e-07,9.414880635437999e-07,7.295327285860001e-08,7.446040271959983e-08,4.986620498103997e-08,1.8027822029798828e-08,1.8171192936858878e-08,4.65447951570799e-08,1.7568170195300172e-08,3.136285686056003e-08,2.03098217773141e-06,2.78732281046175e-06,train
8.416440123383999e-07,9.430040143135999e-07,7.29525856241999e-08,7.446844891080001e-08,4.986576746963991e-08,1.802791556979908e-08,1.815091623070205e-08,4.654291654365998e-08,1.7568083689399903e-08,3.136285744047987e-08,1.802553691720272e-06,2.93162803826514e-06,train
6.71650955502e-07,8.318236282721e-07,7.297742235009992e-08,7.483211902379998e-08,4.986148623340987e-08,1.8031854322007e-08,1.7469133315711826e-08,4.6522421229769985e-08,1.7569834280399985e-08,3.134052116143998e-08,6.078673091319498e-07,9.711554506639752e-07,train
