A1,A2,A3,A4,C1,C2,bin
4.7599289774881e-07,4.743346521263609e-07,7.308369565100001e-08,9.026283397599993e-08,4.816626771866324e-07,4.767326281571569e-07,train
9.156851372807709e-07,9.423232281602046e-07,7.307585035800001e-08,9.006176188699997e-08,1.0949037528758346e-06,1.0625041252302011e-06,train
5.228917288480099e-07,8.00897716483372e-07,7.307769231099996e-08,9.02402231309999e-08,5.314595254067647e-07,8.258352693846008e-07,train
7.996420712777699e-07,6.498410069275007e-08,7.309064534799992e-08,9.011645576679994e-08,8.567240789612208e-07,5.2844520981753075e-08,train
2.6742365818329997e-07,9.840358964947714e-07,7.308353563999996e-08,9.036021158199993e-08,2.639098060402594e-07,1.4576655725360648e-06,train
5.430920589459987e-08,6.12635426651715e-07,7.308468967599998e-08,9.046538675399986e-08,2.1150722363489194e-08,6.196584616507756e-07,train
8.7396860045699e-07,9.427896796200853e-07,7.3075660341e-08,9.008022088799993e-08,9.830126868818638e-07,1.0640673724621275e-06,train
9.359617912143459e-07,1.0539040497849003e-07,7.308996595200003e-08,9.005542977999991e-08,1.1826389765207635e-06,9.83011839310159e-08,train
8.07463643193382e-07,2.5125840134375e-07,7.308660248499993e-08,9.011203582099995e-08,8.680856204944555e-07,2.493897103215451e-07,train
7.2463701789798e-07,9.450092949425987e-07,7.307603860100004e-08,9.014794594699994e-08,7.582887596837881e-07,1.071770928925878e-06,train
9.46325683746139e-07,7.81803750813318e-07,7.307755693499996e-08,9.004869992499993e-08,1.247223599178483e-06,8.034386275657607e-07,train
6.380221745057099e-07,9.796028618802237e-07,7.30799418739999e-08,9.018865801799992e-08,6.571956972949954e-07,1.346997920886136e-06,train
8.75063093432655e-07,7.54738437149954e-07,7.307738926399997e-08,9.007980867399991e-08,9.85350633157273e-07,7.72594704557261e-07,train
9.617626530366829e-07,8.00262964779879e-07,7.307788954499988e-08,9.00427148119999e-08,1.3981129721629861e-06,8.250874334364196e-07,train
2.419601744476e-07,9.838276866447637e-07,7.308355095899993e-08,9.037208871799996e-08,2.373258560854402e-07,1.4511552521535468e-06,train
9.887042165699992e-08,6.296541194702229e-07,7.308329914899994e-08,9.044015983599992e-08,8.165153087007953e-08,6.37507415573718e-07,train
6.441812004737e-07,9.451310571923368e-07,7.307633403099993e-08,9.018464351599996e-08,6.641386732964391e-07,1.072201671259147e-06,train
7.5749232831818e-07,9.82139671889514e-07,7.308046293999995e-08,9.013441851699991e-08,7.995365918525514e-07,1.4039385914815358e-06,train
9.2682875373444e-07,9.739403059417233e-07,7.307823072799994e-08,9.005770257599996e-08,1.1384442451664103e-06,1.2582160773454044e-06,train
4.184864221997201e-07,7.44263201401114e-07,7.307910606100003e-08,9.028853876399994e-08,4.212367719114679e-07,7.608772621578121e-07,train
9.60253141094204e-07,4.7156799375624796e-07,7.308357495399998e-08,9.004428541999992e-08,1.3787231811783607e-06,4.7390022704640693e-07,train
2.631862537649999e-07,7.908740433966959e-07,7.307917600499987e-08,9.036049429599986e-08,2.5950754819305567e-07,8.139940501692419e-07,train
7.1123939897397e-07,6.49151870682973e-07,7.307950221600003e-08,9.015441654699993e-08,7.420457173640079e-07,6.580671094210796e-07,train
7.8189598284552e-07,1.2164359772503997e-07,7.308926013999993e-08,9.012421635399991e-08,8.319159368718644e-07,1.1566136543326927e-07,train
7.211275087054899e-07,8.50272724463645e-07,7.307621206900003e-08,9.014933079499993e-08,7.540069635206108e-07,8.878218760970911e-07,train
6.053702434749997e-08,9.813216977356253e-07,7.308466639300005e-08,9.046223646899996e-08,3.093161089744456e-08,1.3838725592026593e-06,train
4.498690122598599e-07,3.8955192732071594e-07,7.308531386899997e-08,9.027517083499993e-08,4.541420204502991e-07,3.901607909001213e-07,train
1.2608830269e-07,9.842251076002397e-07,7.308474190499987e-08,9.042765279299992e-08,1.1312494149750802e-07,1.4637027423889519e-06,train
3.2130295320522985e-07,9.828229557818257e-07,7.308261247699995e-08,9.033495818899992e-08,3.1997285642294807e-07,1.421922609475154e-06,train
9.43624578414576e-07,9.074637956190032e-07,7.3075930898e-08,9.004970308999997e-08,1.228452056447617e-06,9.768732462844973e-07,train
9.588939261506379e-07,1.1940201535244e-07,7.309033210099996e-08,9.0046163253e-08,1.3623872959099898e-06,1.1328381681463623e-07,train
3.0467347917570995e-07,9.75710754186043e-07,7.308053376099991e-08,9.034200373799992e-08,3.0268641926746225e-07,1.2817215824119404e-06,train
6.058983977366099e-07,9.425832471627824e-07,7.307640054600001e-08,9.020211594099997e-08,6.214332892880884e-07,1.0633535436547302e-06,train
6.2516010743242e-07,7.374688633272279e-07,7.307827270099996e-08,9.019347399599993e-08,6.427991661687075e-07,7.533370072726024e-07,train
7.706283663580002e-08,3.1279882174904993e-07,7.3089607716e-08,9.045301536299994e-08,5.43090307946969e-08,3.12045513978117e-07,train
6.440419642569996e-08,8.080387713126539e-07,7.308102843999983e-08,9.045856983699992e-08,3.6760837914825704e-08,8.343851953819431e-07,train
9.19757047967932e-07,1.6224080469669996e-07,7.308854203299991e-08,9.006209309099995e-08,1.1097902779392843e-06,1.5811200912147682e-07,train
7.3532153428752e-07,4.02395953160883e-07,7.308390191099995e-08,9.014425613699997e-08,7.714678355541541e-07,4.032490240918521e-07,train
9.56570579542615e-07,2.7455707519129e-07,7.308707583799998e-08,9.004632025499999e-08,1.3366158696461512e-06,2.7312701315016796e-07,train
2.154704370601999e-07,4.29513845472014e-07,7.308583330099999e-08,9.038411975599999e-08,2.095590301904185e-07,4.3090839973483835e-07,train
8.26357104377311e-07,9.751254877989825e-07,7.307827922699993e-08,9.010249540999988e-08,8.968762197580141e-07,1.2736533815974023e-06,train
8.307333102728139e-07,7.045712985916069e-07,7.30782395419999e-08,9.009989200099995e-08,9.038825789902348e-07,7.173321962814151e-07,train
1.1903815021319994e-07,9.360671100004303e-07,7.307906097099997e-08,9.042938464299995e-08,1.0517169915529551e-07,1.0429990859908617e-06,train
3.433931292591599e-07,7.700726248451e-07,7.307903672599995e-08,9.032318565099992e-08,3.4295218000264343e-07,7.899494522469676e-07,train
1.5413325514080003e-07,9.409315497747851e-07,7.307876144299995e-08,9.041213821399991e-08,1.4413137602616783e-07,1.057887328755527e-06,train
9.155713538108369e-07,8.18238284458319e-07,7.307646582600001e-08,9.006170614099996e-08,1.094511803756465e-06,8.468105469678296e-07,train
4.569825465366799e-07,9.732458616148516e-07,7.307930336099991e-08,9.027137026799997e-08,4.616178278778335e-07,1.2496716933405833e-06,train
4.6643799642985987e-07,9.335639556487985e-08,7.309120772000009e-08,9.026881330109995e-08,4.7158158282302037e-07,8.521126747485458e-08,train
9.31069153352812e-07,1.0438237612628989e-07,7.308990481300001e-08,9.005755944199999e-08,1.15782521328402e-06,9.721371598166356e-08,train
9.374481457172089e-07,8.818920289663881e-07,7.307600729499996e-08,9.005218946500001e-08,1.190776764868837e-06,9.331998819386846e-07,train
2.2117127381559995e-07,6.664377927143998e-08,7.309319606699996e-08,9.03829696998999e-08,2.155535599225202e-07,5.482987440388082e-08,train
5.5149962078467e-07,4.495931723409819e-07,7.308381322999997e-08,9.022821086800003e-08,5.621538095920344e-07,4.5141859629582085e-07,train
7.529805861690001e-08,3.91732004612184e-07,7.308808549899999e-08,9.045371882200001e-08,5.196018286520049e-08,3.923815834256439e-07,train
2.0967169081629993e-07,9.722871046141997e-07,7.308046544000001e-08,9.038634067299998e-08,2.0343928654030835e-07,1.2385923337707963e-06,train
1.1893229857040003e-07,4.5324482349535294e-07,7.308627754900003e-08,9.043058028299994e-08,1.0505933064726158e-07,4.551511739952147e-07,train
4.3241099434349e-07,1.7937825766913997e-07,7.308943485100001e-08,9.028402584599997e-08,4.3581889360161553e-07,1.7580849149294143e-07,train
3.7508625947091987e-07,6.50273856634327e-07,7.308094674699995e-08,9.030884592900002e-08,3.7593709380966546e-07,6.592524110888382e-07,train
6.9154178954584e-07,6.361182625772459e-07,7.307983171499987e-08,9.016349632200004e-08,7.186365772098384e-07,6.443112599367473e-07,train
8.97087988633435e-07,7.663657440755349e-07,7.3077171922e-08,9.007003012299989e-08,1.0379387072519954e-06,7.857332554838352e-07,train
9.665319424487619e-07,5.28960515609019e-07,7.3082883081e-08,9.004190645600004e-08,1.470055774575003e-06,5.328401023904346e-07,train
1.996615967264e-07,9.78332785919214e-07,7.308181708799994e-08,9.039141121199995e-08,1.928636606837341e-07,1.3232205499847224e-06,train
8.543531702519e-07,9.806798803186687e-07,7.307969644500001e-08,9.009032757999994e-08,9.444104601715934e-07,1.3694623026007401e-06,train
7.8782083078181e-07,8.851846403030718e-07,7.307564638199995e-08,9.011894603999997e-08,8.400581687990612e-07,9.383607865538089e-07,train
9.65710747284658e-07,5.522982593702309e-07,7.308243676699999e-08,9.004210573499997e-08,1.4563366837635736e-06,5.569275150845405e-07,train
9.34163329120501e-07,3.6418707685359985e-07,7.308482296499995e-08,9.005513084999996e-08,1.173167911914953e-06,3.6433288368240893e-07,train
4.7567511060514e-07,9.457298919924792e-07,7.307706226399995e-08,9.02619899819999e-08,4.813246024150787e-07,1.0743561059697629e-06,train
2.2708133841170002e-07,5.1015321075587e-07,7.308427477999993e-08,9.037838761099998e-08,2.2175847572944486e-07,5.134823938881676e-07,train
5.5857956786807e-07,1.8077520205981987e-07,7.308886489199985e-08,9.022602329199995e-08,5.697955313056046e-07,1.7724715328097946e-07,train
9.64361201225548e-07,9.850604517654824e-07,7.308313468799997e-08,9.00438150749999e-08,1.4349738057810073e-06,1.4924504536189567e-06,train
9.26316381472773e-07,9.341638829872816e-07,7.307577498000006e-08,9.005704271699996e-08,1.1362416406472315e-06,1.0376192282065e-06,train
3.5276337326107e-07,3.046482155538201e-07,7.308745117199999e-08,9.03204572849999e-08,3.5269947495848255e-07,3.037531547100099e-07,train
5.493858924246399e-07,9.802199129699274e-07,7.308057990499991e-08,9.022937762299988e-08,5.598700174227186e-07,1.3595405676164258e-06,train
1.6027226576499987e-07,1.1691804852298994e-07,7.309233426600003e-08,9.041167978999992e-08,1.507966196587205e-07,1.1064427056129667e-07,train
1.9253272891879992e-07,4.6137148884603393e-07,7.308537575499994e-08,9.039485718299998e-08,1.8532733612608515e-07,4.6346266758133113e-07,train
9.245578548391729e-07,5.49079669428172e-07,7.308118675499988e-08,9.005863990399992e-08,1.1288179233402792e-06,5.536001870617163e-07,train
1.437565917850999e-07,6.594436300234985e-08,7.309376758900006e-08,9.042000978549989e-08,1.3279743560274683e-07,5.3994876375784984e-08,train
4.4954543885558e-07,6.59192544114232e-07,7.308039641700006e-08,9.027445028699993e-08,4.5380163964059415e-07,6.687036114881235e-07,train
5.361224305509997e-08,9.760217371571564e-07,7.308332138900003e-08,9.046615927999995e-08,1.9945994708662707e-08,1.2861967939044643e-06,train
9.55006428145372e-07,9.815046398508637e-07,7.308096344499994e-08,9.004673477699995e-08,1.3205545096211281e-06,1.3883542349075443e-06,train
2.183676934396999e-07,9.554072709901405e-07,7.307878610699996e-08,9.0381643164e-08,2.125998656482217e-07,1.1151745281951582e-06,train
9.6793641072401e-07,6.77539740791762e-07,7.308032747499997e-08,9.004094930399989e-08,1.4950424485291062e-06,6.882496299739067e-07,train
4.3483538623599724e-08,9.56445434946907e-07,7.308162819750007e-08,9.0472574361e-08,1.576304636292325e-09,1.1203872550187183e-06,train
5.010444216755999e-07,6.45681721283116e-07,7.30804285119999e-08,9.025072221299996e-08,5.081914602355977e-07,6.543980639451037e-07,train
6.6268283111373e-07,9.751765497787351e-07,7.307873197499995e-08,9.017701586099994e-08,6.851680808161846e-07,1.274323339652924e-06,train
5.296731106769992e-08,3.2649896205851e-07,7.309002275499996e-08,9.046728617899992e-08,1.8909933083550933e-08,3.2598325466438947e-07,train
8.81308864484471e-07,8.868771357034477e-07,7.307551756799997e-08,9.007673633799991e-08,9.99095530752154e-07,9.410626950047359e-07,train
9.48095661932753e-07,9.451259389155108e-07,7.307639126199989e-08,9.004802798099992e-08,1.2604105760068926e-06,1.0722092644638996e-06,train
9.46344698920717e-07,2.099255885768599e-07,7.308794579799989e-08,9.005065980499994e-08,1.2473773109186504e-06,2.0717119386443578e-07,train
6.2458378197e-08,9.815535177473233e-07,7.308461860899995e-08,9.046112124799994e-08,3.3825211428158755e-08,1.3893565143303168e-06,train
9.508740904044779e-07,5.531959665751919e-07,7.308169411000001e-08,9.004757184799991e-08,1.2828292138120765e-06,5.578555219745938e-07,train
7.230455899011799e-07,2.3233137997932995e-07,7.308716340000009e-08,9.0150469232e-08,7.563478209212504e-07,2.3007913384309066e-07,train
8.422125921722509e-07,6.611243510337829e-07,7.307890297899994e-08,9.009485371800003e-08,9.229416639530889e-07,6.707567321004276e-07,train
1.5477276609160003e-07,9.3528549870905e-07,7.307868129999996e-08,9.041182208899989e-08,1.448273161863241e-07,1.040748283772698e-06,train
2.7171350522440004e-07,6.50881183041273e-07,7.30814802159999e-08,9.035695653699998e-08,2.6839563729688097e-07,6.598945947500733e-07,train
8.962274946439989e-08,3.8640108950541995e-07,7.308791993799994e-08,9.044588672600001e-08,7.037787953115843e-08,3.8695093929454366e-07,train
2.418757347417e-07,9.282306042215263e-07,7.307793726299992e-08,9.037035350199994e-08,2.372517902322233e-07,1.0218850859883804e-06,train
9.66876673830271e-07,9.760253266335813e-07,7.308005094099996e-08,9.004188186299991e-08,1.4759248494877647e-06,1.2863805857735925e-06,train
3.0656502472453e-07,9.67657832164344e-07,7.307922638399997e-08,9.034068451399991e-08,3.046556044205421e-07,1.19367294619789e-06,train
7.2276464972318e-07,9.074596461772488e-07,7.307572239899996e-08,9.01485427979999e-08,7.560018570533459e-07,9.768545175605094e-07,train
7.725760187109993e-08,9.598356746939586e-07,7.308061482099989e-08,9.045142627799992e-08,5.454808796018967e-08,1.1388764381363542e-06,train
5.8714601690599927e-08,9.820514478413214e-07,7.308497296699992e-08,9.046345476800002e-08,2.812451859744142e-08,1.4015992117397478e-06,train
9.65714389101661e-07,9.710035037662273e-07,7.307897914099993e-08,9.004202218799998e-08,1.4563309960312817e-06,1.2249573840706185e-06,train
4.6175060330299896e-08,9.379549225765725e-07,7.308083594159997e-08,9.047035591799997e-08,6.828658231401219e-09,1.048596536682748e-06,train
1.6394349430839987e-07,9.812878368060812e-07,7.308300761999992e-08,9.040882391399995e-08,1.547381984796813e-07,1.3830717822580072e-06,train
9.28656174312371e-07,9.678024424917111e-07,7.307734564799997e-08,9.005661846499998e-08,1.1465629736912293e-06,1.1949777136748654e-06,train
2.666534873634999e-07,8.747512691159262e-07,7.307794825900005e-08,9.035869506299988e-08,2.6312135804306913e-07,9.223195943505182e-07,train
9.537139107070609e-07,4.817647213286279e-07,7.308308412499997e-08,9.004675176799996e-08,1.3081587745919562e-06,4.843460616497201e-07,train
7.130156777720199e-07,9.805343515601011e-07,7.308001248899996e-08,9.015450187399995e-08,7.441759182038696e-07,1.3662637436454654e-06,train
9.56737106886293e-07,9.77274167456385e-07,7.307970097099996e-08,9.004560809699993e-08,1.3383076619535655e-06,1.3055188788440466e-06,train
7.746986450855499e-07,3.677181277439991e-08,7.309180599099997e-08,9.012811456909996e-08,8.221827732055851e-07,1.462847225341668e-08,train
5.8198001808854e-07,9.844862842692788e-07,7.308225848199987e-08,9.021495086200004e-08,5.95191669385562e-07,1.4723885571037964e-06,train
5.4948757911463e-07,8.730061493139297e-07,7.307658996899995e-08,9.022792025399994e-08,5.599845889606947e-07,9.197357803832544e-07,train
5.254519912891299e-07,3.811955527791489e-07,7.308515381899999e-08,9.024039962399997e-08,5.34196103855147e-07,3.8164940798532484e-07,train
9.45260369553366e-07,3.523698839439995e-08,7.309237607199988e-08,9.005220646779994e-08,1.23965064677592e-06,1.209245708412593e-08,train
7.0719965035109e-07,9.643056243636576e-07,7.307709204299995e-08,9.015623735199996e-08,7.371972546866588e-07,1.167708725774219e-06,train
3.5138999848256003e-07,9.654771608648353e-07,7.307872366099994e-08,9.031981283899999e-08,3.5126547619525914e-07,1.1762606878895297e-06,train
7.0616795833518e-07,9.519425386987148e-07,7.307632068999998e-08,9.015644809699998e-08,7.35964851426291e-07,1.0991437744113886e-06,train
9.32004827207412e-07,9.825054706017255e-07,7.308077950199994e-08,9.005622758400002e-08,1.1622925931268036e-06,1.4134999911312638e-06,train
4.9220670664431e-07,1.6723049914782001e-07,7.308944546299999e-08,9.025659930400003e-08,4.988159042637263e-07,1.6327429443838287e-07,train
4.291264052826801e-07,9.587976274535897e-07,7.30778509589999e-08,9.028364033299995e-08,4.3237324365467516e-07,1.1329650860204497e-06,train
5.359203434413499e-07,9.637497571333638e-07,7.307772223999997e-08,9.023463411499993e-08,5.454008291306823e-07,1.1637842040597633e-06,train
7.274379680447499e-07,7.572251615266879e-07,7.3077622984e-08,9.01467289219999e-08,7.617251363144849e-07,7.753902544003739e-07,train
8.68969819830783e-07,6.42551622820451e-07,7.307923679899998e-08,9.008286905899998e-08,9.726374126496128e-07,6.510948549692827e-07,train
1.710034175476999e-07,8.51067070111768e-07,7.3078929764e-08,9.040396336800002e-08,1.623571022546595e-07,8.888796863833256e-07,train
9.0865410100302e-07,3.9345700328388395e-07,7.308392252499992e-08,9.006608133699998e-08,1.0715280938986534e-06,3.9413975483269905e-07,train
9.38259737921055e-07,9.822682204190567e-07,7.308076489799996e-08,9.005360665799991e-08,1.195326027643456e-06,1.4072923104262764e-06,train
1.9316150653890007e-07,3.1842841226203995e-07,7.308806177099997e-08,9.039508762799995e-08,1.8599451573387843e-07,3.177728750369202e-07,train
8.54396042426352e-07,8.506322137017649e-07,7.3075846609e-08,9.008887082699994e-08,9.445035380872994e-07,8.883074695992409e-07,train
3.7558213289185987e-07,4.4614888833899884e-08,7.3093129148e-08,9.031117913799999e-08,3.764540457390198e-07,2.6515883849848653e-08,train
8.995767142729992e-08,4.5589234160170003e-07,7.308664576999999e-08,9.044550919499994e-08,7.079353100600955e-08,4.5785834344110154e-07,train
7.8109550398748e-07,4.264913854405729e-07,7.308329703099988e-08,9.012338968399999e-08,8.308237358417577e-07,4.278241507705414e-07,train
9.45182644730889e-07,2.730836787879999e-07,7.308676281499989e-08,9.005087876699998e-08,1.2391038593289957e-06,2.7162669415717647e-07,train
8.53603383275968e-07,4.9981370067299965e-08,7.309109071599998e-08,9.009225714859993e-08,9.43058715827339e-07,3.392201876392959e-08,train
8.91501947560544e-07,2.9996731270205987e-07,7.308562081899999e-08,9.007403700199989e-08,1.0234196269680236e-06,2.989905727535169e-07,train
3.542748400476199e-07,3.8228288508509895e-07,7.308591742799996e-08,9.0319459334e-08,3.5427195446980344e-07,3.8275661686123126e-07,train
9.64655004260344e-07,2.9757931820127997e-07,7.308706552699994e-08,9.004337661299996e-08,1.439592003125188e-06,2.9656067119408437e-07,train
2.943944310186e-07,9.449295566699156e-07,7.307790366199996e-08,9.034592292000001e-08,2.9200115407640393e-07,1.071459743776686e-06,train
7.8944865885953e-07,9.802465507104345e-07,7.307970435499993e-08,9.011963564499999e-08,8.423106042146133e-07,1.3601468631240407e-06,train
4.046134915289301e-07,9.630544192408753e-07,7.307826383399998e-08,9.0295096202e-08,4.0673110469259695e-07,1.1590268064324839e-06,train
6.194490313506399e-07,9.507641502560152e-07,7.307659425399998e-08,9.019602606299997e-08,6.364383239936769e-07,1.0940777815380417e-06,train
6.029907527179997e-08,8.18101673578801e-07,7.30809953229999e-08,9.0461033359e-08,3.063432852974679e-08,8.466325726038177e-07,train
8.20805998168568e-07,8.672519209385989e-08,7.309002694200007e-08,9.010671465189995e-08,8.882044581761424e-07,7.787662895113523e-08,train
3.3642191920092e-07,9.723964029471735e-07,7.307973759199997e-08,9.032707436600004e-08,3.35696590556914e-07,1.2398302573061026e-06,train
2.120951926245001e-07,7.088531219317559e-07,7.308077639699992e-08,9.0384712695e-08,2.060047643945039e-07,7.219725801773522e-07,train
9.58194864985327e-07,8.974408382760195e-07,7.307655468999998e-08,9.004384585100003e-08,1.3543265966135822e-06,9.586714588743174e-07,train
9.56921704894405e-07,3.7552381674999944e-08,7.309264887899997e-08,9.004759755839997e-08,1.3403515130618587e-06,1.5887357490926624e-08,train
2.818767699822999e-07,4.0373027094741297e-07,7.308597439000005e-08,9.035300388799991e-08,2.789796837189208e-07,4.046087046608399e-07,train
8.45998874676493e-07,8.895095394419906e-07,7.307551114899996e-08,9.009263210800004e-08,9.294779943431768e-07,9.453206749950598e-07,train
4.6428447121558994e-07,3.1035071470674986e-07,7.308679498699989e-08,9.026882506799991e-08,4.6931186310356846e-07,3.0955502271935233e-07,train
7.682767863434e-07,9.018564909120677e-07,7.307554801900002e-08,9.012779099399994e-08,8.13632530898288e-07,9.66473255784156e-07,train
9.296920580572009e-07,3.2059458388836994e-07,7.308551036600002e-08,9.005719715099987e-08,1.1513395786565948e-06,3.199768733460668e-07,train
8.421851490203459e-07,2.3799644513598998e-07,7.308675891099994e-08,9.009634174199997e-08,9.228976128233504e-07,2.3586219444607742e-07,train
5.522632598468799e-07,1.7070340137719009e-07,7.30891063199999e-08,9.022892807199993e-08,5.629774356186274e-07,1.6686220565494803e-07,train
5.7630823493844e-07,4.4341364690418905e-07,7.308377434599993e-08,9.021684964500005e-08,5.890198043397234e-07,4.4510364068672487e-07,train
9.64923508218586e-07,3.5390780839409e-07,7.308603619399982e-08,9.004299984799995e-08,1.4437614303523582e-06,3.5387102957985515e-07,train
1.0403894912550002e-07,9.577826438568145e-07,7.307996554799998e-08,9.043725608499992e-08,8.778441679346283e-08,1.1273819035610101e-06,train
8.42797784205056e-07,5.13296539210259e-07,7.308158858100002e-08,9.0095054193e-08,9.239446279900982e-07,5.167154521088737e-07,train
1.5408401619709998e-07,3.0137452259588005e-07,7.308874418799994e-08,9.041390181799988e-08,1.4408510148750476e-07,3.0042218772995804e-07,train
9.204827111054829e-07,2.6314783737589e-07,7.3086563736e-08,9.006138235300001e-08,1.1125551105981852e-06,2.615066269201841e-07,train
8.10465844436894e-07,9.209307495725341e-07,7.307542307599991e-08,9.010867611799997e-08,8.725213955164649e-07,1.0046149662326043e-06,train
9.389890230228929e-07,9.749634463615649e-07,7.307864742699993e-08,9.005256576299995e-08,1.1995498805606083e-06,1.271486981454772e-06,train
8.855956956340001e-08,9.737867664437847e-07,7.308191620699996e-08,9.044581347099995e-08,6.902474475158065e-08,1.2561987208197201e-06,train
1.0100431734199988e-07,3.649601600593999e-07,7.308817787800003e-08,9.044003894499992e-08,8.420131895390598e-08,3.651192187096866e-07,train
9.02530747136419e-07,9.821544806607077e-07,7.308037920899994e-08,9.006905290599995e-08,1.0530587815771892e-06,1.4043550913797343e-06,train
8.653480371073999e-07,9.743703569379238e-07,7.307803494099996e-08,9.008492011599992e-08,9.6535359006829e-07,1.263658321081254e-06,train
4.7542488463577995e-07,2.2440541610768995e-07,7.308841994400002e-08,9.026405692699991e-08,4.810630472047115e-07,2.2198249057984277e-07,train
5.152731865548199e-07,9.772418322594981e-07,7.307988003499999e-08,9.024477189999992e-08,5.233252436826707e-07,1.3049048448997014e-06,train
6.5545144154601e-07,3.4044872880433e-07,7.308534733899993e-08,9.018093637299994e-08,6.769183756646344e-07,3.4017570751255823e-07,train
6.171197586778999e-07,8.747981455900142e-07,7.307637030100007e-08,9.019689157900001e-08,6.338525211277635e-07,9.223974059095623e-07,train
2.5284904877819996e-07,7.42468327435063e-07,7.307997822799987e-08,9.036547180599994e-08,2.4872197236443733e-07,7.588796020468593e-07,train
9.191066955172099e-07,9.72595115297524e-07,7.307793911700003e-08,9.006092637499993e-08,1.1073100369924687e-06,1.2421637436175154e-06,train
9.61421107632758e-07,9.848422916645345e-07,7.308290168099988e-08,9.004480137699994e-08,1.393511055321273e-06,1.4847011932784262e-06,train
4.951077282674999e-07,4.5542935634599865e-08,7.309251027199999e-08,9.025600421209988e-08,5.018914982458953e-07,2.7831089289172163e-08,train
2.6948126821869993e-07,3.706340315539449e-07,7.308658698799991e-08,9.035896599499989e-08,2.660702168066666e-07,3.708952094811575e-07,train
9.375128909919981e-08,4.66718046318734e-07,7.308632346399991e-08,9.044341813399994e-08,7.54589025193932e-08,4.68933824644909e-07,train
6.310038905693e-07,6.68082607901223e-07,7.3079518003e-08,9.019105855399996e-08,6.493284202518858e-07,6.78155919259661e-07,train
8.863339859978049e-07,4.1544598752330503e-07,7.30834592319999e-08,9.00758962279999e-08,1.010769889007865e-06,4.165551212707804e-07,train
8.71060139170683e-07,6.205630947471349e-07,7.307970209799996e-08,9.00820315309999e-08,9.769278770707935e-07,6.279653609585495e-07,train
8.81440324300758e-07,9.8042821993652e-07,7.307966828400001e-08,9.007818461199999e-08,9.993765264324991e-07,1.3640201510417932e-06,train
6.460042733683799e-07,9.705976180731135e-07,7.307805116099999e-08,9.018442625799993e-08,6.661965236489101e-07,1.2207737159847722e-06,train
2.672099992186999e-07,7.98061845356374e-07,7.307899946000002e-08,9.035864070400001e-08,2.6370221921141293e-07,8.224641565841974e-07,train
3.6035003733854996e-07,8.02085135926149e-07,7.307847893299986e-08,9.031518795499994e-08,3.6059305508541903e-07,8.272483443768468e-07,train
4.641928052229994e-08,9.718002067399981e-07,7.308293816440002e-08,9.047081026899989e-08,7.2546087900957625e-09,1.2332551104720067e-06,train
9.37159264412192e-07,9.279026687989462e-07,7.307591740399996e-08,9.005242516999993e-08,1.1891613493494314e-06,1.0210995411761276e-06,train
3.4007133049673994e-07,9.762159739051522e-07,7.308040848999995e-08,9.032559874999993e-08,3.394904125282607e-07,1.2890578256413736e-06,train
1.914272008536999e-07,9.838979970477609e-07,7.308395412399992e-08,9.039600874500003e-08,1.8413025736937588e-07,1.4533256336741006e-06,train
9.529984218045899e-07,8.650172372826002e-08,7.309080689799986e-08,9.004857839679991e-08,1.3015311057054482e-06,7.762722243962712e-08,train
5.369423611440199e-07,9.270433230415981e-07,7.307651258699999e-08,9.023364887799992e-08,5.464986511935555e-07,1.0189478796249539e-06,train
2.8364629922349996e-07,8.22309151667741e-07,7.307857223400002e-08,9.035086771099986e-08,2.808205934598673e-07,8.518291935259838e-07,train
9.095055436193649e-07,8.288587811945007e-08,7.309022074299992e-08,9.006701528149995e-08,1.074228198242542e-06,7.357968550860383e-08,train
9.63405632159009e-07,2.9208118527028e-07,7.308711715000006e-08,9.004382950899994e-08,1.4209353962873154e-06,2.90965641345205e-07,train
8.356983749106359e-07,3.2721810773017994e-07,7.308510647899995e-08,9.009892205499986e-08,9.119956515641678e-07,3.267152320422518e-07,train
2.3452453993079997e-07,2.625863367724099e-07,7.308884229499993e-08,9.037576136899992e-08,2.2956115826012458e-07,2.609345049845287e-07,train
8.79799618899053e-07,9.722492256325694e-07,7.307773440299986e-08,9.007835514299995e-08,9.95690247251257e-07,1.2382586254376317e-06,train
3.1152963600151994e-07,9.270285613627782e-07,7.307759989499994e-08,9.033783611599993e-08,3.0982136248957765e-07,1.0189018646723077e-06,train
6.5320393157231e-07,9.787965413979919e-07,7.307967275799988e-08,9.018160253199997e-08,6.743554428895492e-07,1.3316371556168232e-06,train
4.4243802914599924e-08,9.719316567850645e-07,7.308307622140002e-08,9.047244746999997e-08,3.0632128744412237e-09,1.234684330404891e-06,train
4.873258514967799e-07,9.364276483251738e-07,7.307681343499996e-08,9.025652421299994e-08,4.936435980060463e-07,1.0440647986460226e-06,train
9.66823495179124e-07,9.61785128379339e-07,7.30781351059999e-08,9.004129951199995e-08,1.47502484641055e-06,1.150815446036496e-06,train
8.268426173480389e-07,7.657463122241001e-08,7.309022573099991e-08,9.01040715732999e-08,8.976596593545628e-07,6.641887089278609e-08,train
6.7387787054577e-07,3.1677662279391994e-07,7.308575735699992e-08,9.01726283439999e-08,6.980511840650664e-07,3.160926598654422e-07,train
9.37851142304521e-07,6.822635652280995e-08,7.309096207500003e-08,9.005492149289996e-08,1.1930640713103983e-06,5.670862432261964e-08,train
