A1,A2,A3,A4,C1,C2,bin
6.147777013045599e-07,1.030681022309298e-07,7.309025319199992e-08,9.020060278699987e-08,6.312561928323842e-07,9.579392263240844e-08,train
2.1674562388749993e-07,3.85180393170884e-07,7.308663726000005e-08,9.038371437900004e-08,2.1090073032195052e-07,3.857076213151401e-07,train
5.825741563337898e-07,9.283933619275441e-07,7.307624897499994e-08,9.021273633000005e-08,5.958457138360123e-07,1.0223086779375515e-06,train
8.744810839641899e-07,9.84037651875624e-07,7.308116058899997e-08,9.0081744504e-08,9.840851562895137e-07,1.4578667826959399e-06,train
3.131701692725299e-07,6.64592280131626e-07,7.308098904100005e-08,9.033750784699992e-08,3.115292435595817e-07,6.744398237375218e-07,train
5.9871064310247e-07,5.614929098772939e-07,7.308155721400002e-08,9.020613128699997e-08,6.135193984962843e-07,5.664397427163498e-07,train
7.250975274824999e-07,4.48786357437001e-08,7.309155870000006e-08,9.015056506369998e-08,7.58856784107987e-07,2.68922153885211e-08,train
7.607757115337799e-07,8.264819060377809e-07,7.307640417600005e-08,9.013134287399991e-08,8.038016755360063e-07,8.570382361687717e-07,train
3.292929565138498e-07,7.890105344597599e-07,7.307883647800004e-08,9.032965134199992e-08,3.282906721039681e-07,8.118134932114214e-07,train
4.755645206229599e-07,6.62472740158037e-07,7.308024315699988e-08,9.026239631700004e-08,4.812100630109781e-07,6.72187333442305e-07,train
8.40043770944117e-07,5.173609478519751e-07,7.308157571599987e-08,9.009635126899997e-08,9.192566073019801e-07,5.208961800656181e-07,train
2.7817228257900004e-07,9.834085762695902e-07,7.308314715399996e-08,9.035514480999996e-08,2.751082890515107e-07,1.4385457935795265e-06,train
9.6706226654805e-07,5.968841324556849e-07,7.308167107499989e-08,9.004148958400003e-08,1.4792536295464284e-06,6.032090346434563e-07,train
9.33451080359475e-07,3.507594218942999e-07,7.308499110599989e-08,9.005548852399988e-08,1.169534113964055e-06,3.50667149781193e-07,train
1.9700067760970003e-07,3.3688013987089e-07,7.308772380999995e-08,9.039318522899998e-08,1.9006374225703389e-07,3.3654476363578054e-07,train
7.9617873441581e-07,9.445172227341382e-07,7.307583599699991e-08,9.011531055599999e-08,8.517757245119167e-07,1.0700276449978455e-06,train
2.2170694831899995e-07,9.846105769583099e-07,7.308412237699995e-08,9.038182493699996e-08,2.160954489250388e-07,1.4764985231288428e-06,train
9.36217583332462e-07,9.580679368113237e-07,7.3076694976e-08,9.005310766499999e-08,1.1839875829388836e-06,1.1289923146004777e-06,train
7.0156270616526e-07,9.615531032153501e-07,7.3076917202e-08,9.015875163599996e-08,7.304766082339176e-07,1.1493100141858306e-06,train
7.270406384526199e-07,9.437213942535048e-07,7.307594380499996e-08,9.014682819999997e-08,7.612347182198808e-07,1.0672420853529902e-06,train
9.10163141812713e-07,9.193418904162008e-08,7.308993424799992e-08,9.006664673369996e-08,1.076334919880497e-06,8.364637885233756e-08,train
5.1397221389889e-07,3.0881195757648996e-07,7.308656916099997e-08,9.024599480700003e-08,5.219442114619395e-07,3.0798952673518984e-07,train
2.863457127705999e-07,3.096776546249996e-08,7.309437010799998e-08,9.035294955989991e-08,2.836309506014355e-07,4.510210791334457e-09,train
8.25610038213224e-07,4.2538247778599835e-08,7.30914548759999e-08,9.010499475169992e-08,8.957093662686259e-07,2.3514091294740636e-08,train
8.326163524017389e-07,9.609736504559444e-07,7.307643475799999e-08,9.009914222700002e-08,9.069289467092153e-07,1.1457319530363522e-06,train
9.663029304586739e-07,8.058721689801999e-07,7.307806830499999e-08,9.0041064192e-08,1.4661516471058116e-06,8.317903637398658e-07,train
6.1408889293802e-07,2.0409652338257002e-07,7.308819731799994e-08,9.020043695799987e-08,6.304925771172778e-07,2.0120020659335291e-07,train
5.1950706740944e-07,7.191048612843987e-08,7.30915360979999e-08,9.024447275359999e-08,5.278466045417331e-07,6.103238637300817e-08,train
9.664187289806079e-07,2.9038587098528005e-07,7.308732734799996e-08,9.0042793e-08,1.4681369071075703e-06,2.8924027257878825e-07,train
3.9727121762515e-07,2.6753254177528e-07,7.308789645799994e-08,9.029991983200005e-08,3.9906908874896603e-07,2.659731745771896e-07,train
9.11964181941332e-07,1.9709498847598997e-07,7.308775870499997e-08,9.006534253900005e-08,1.0822154833100142e-06,1.9402056325036827e-07,train
9.65931093671832e-07,9.397386151326908e-07,7.307715923599993e-08,9.004125577199994e-08,1.4599196896813435e-06,1.0541387985826303e-06,train
5.9218853617222e-07,4.95726625224679e-07,7.308270003499995e-08,9.020935247199994e-08,6.063607743663568e-07,4.986647591345804e-07,train
5.444647159749987e-08,9.383852223768721e-07,7.3080453078e-08,9.046467820899988e-08,2.1365801082727233e-08,1.0499004350561855e-06,train
6.698196869675699e-07,6.701621007350409e-07,7.307925983100002e-08,9.017322196999995e-08,6.933682307282934e-07,6.803715882290229e-07,train
7.7670250684656e-07,2.968068221653599e-07,7.308583508299987e-08,9.012582658399997e-08,8.248750398401438e-07,2.9577458688654345e-07,train
9.416118840864879e-07,9.827434606528039e-07,7.308107915199992e-08,9.0052250914e-08,1.2153976327085652e-06,1.4199012799420872e-06,train
4.426381327970009e-08,4.5155346484312506e-07,7.308813598139994e-08,9.047292562499995e-08,3.136261270968055e-09,4.534221075341181e-07,train
9.34711172540158e-07,7.087712826021279e-07,7.3078499029e-08,9.005374640499994e-08,1.1759989992888466e-06,7.218888242516047e-07,train
9.06951379521021e-07,9.54507895402415e-07,7.307622273200007e-08,9.00656783069999e-08,1.0662204981500486e-06,1.1108746456836116e-06,train
9.403198622396479e-07,6.21220175803852e-07,7.308019815399995e-08,9.005173273000002e-08,1.2074916583511366e-06,6.28654887278365e-07,train
