A1,A2,A3,A4,C1,C2,bin
6.51749216e-07,8.6831462983e-07,2.9130196749999996e-07,1.407076832699999e-07,8.778362822117337e-08,1.5759353624801378e-06,train
8.448149742e-07,9.352228102409999e-07,2.909215576999999e-07,1.4040313267999995e-07,2.261457900617894e-06,2.4295255965681337e-06,train
7.656941826999999e-07,9.057713477199999e-07,2.910389861e-07,1.4050270977999998e-07,1.0456355243631123e-06,1.899273054871175e-06,train
6.912121295e-07,7.8421633091e-07,2.9127689319999994e-07,1.4063432458999992e-07,1.1393578949239977e-06,3.6626631166680426e-07,train
8.084502452999999e-07,9.033423305e-07,2.909762318e-07,1.4044252338999996e-07,1.9816593282002893e-06,1.5540985607340366e-06,train
7.305727806e-07,8.9769906798e-07,2.9110699079999996e-07,1.405581773899999e-07,6.283861584239455e-07,1.8680347495863055e-06,train
6.98044665e-07,8.258881493499999e-07,2.9122652589999997e-07,1.4061754957999988e-07,9.69517657212749e-07,7.89218154452098e-07,train
8.480224337999999e-07,9.31349602508e-07,2.9091964259999996e-07,1.4039869475000002e-07,2.507126056114838e-06,2.2040935236739067e-06,train
7.136272148999999e-07,8.880712418999999e-07,2.9114690029999995e-07,1.405871521099999e-07,5.453763119476153e-07,1.7191917653510065e-06,train
8.199517706999999e-07,8.926437505999999e-07,2.9096826960000006e-07,1.4042746717e-07,2.4582306693413706e-06,1.19507568571576e-06,train
7.789505749e-07,9.319081779359999e-07,2.9100632449999996e-07,1.4048683366999995e-07,6.383008672028528e-07,2.7934782441832326e-06,train
5.769275219999999e-07,7.191417080200001e-07,2.916440459999999e-07,1.4090288607000006e-07,3.223281405755816e-07,1.7232351552720582e-07,train
8.442149399e-07,9.17584240785e-07,2.909282408999999e-07,1.4040064041999997e-07,2.744363317498573e-06,1.6840778601097044e-06,train
6.767049611e-07,8.1870974912e-07,2.9128045659999993e-07,1.4065900774999996e-07,7.744815649868356e-07,7.86243289450063e-07,train
6.635459686e-07,8.557069710299999e-07,2.9128219509999994e-07,1.4068329257999992e-07,3.4173511176949755e-07,1.3239063575331204e-06,train
7.86562276e-07,9.31555835426e-07,2.9099470279999985e-07,1.4047584552e-07,8.060249046970811e-07,2.724523553636215e-06,train
8.056591026999999e-07,8.5311472725e-07,2.910147527e-07,1.4044628832e-07,2.5671570630685482e-06,5.639399164865423e-07,train
8.129119588e-07,9.382364923799999e-07,2.909565223e-07,1.4044217330999992e-07,1.1819489625569813e-06,2.8819906388938326e-06,train
6.923415024999999e-07,8.231625972299999e-07,2.9124131289999993e-07,1.4062847901999998e-07,9.209105936911888e-07,7.791708747115138e-07,train
7.204784527e-07,9.146992629569999e-07,2.9111757099999995e-07,1.4057683654000004e-07,1.4709327077613333e-07,2.4217247083739353e-06,train
8.153158965999999e-07,9.18971886247e-07,2.909592791e-07,1.4043514260999995e-07,1.8325089583163375e-06,1.989305408876701e-06,train
8.135618977999999e-07,8.334707530099999e-07,2.9102004689999996e-07,1.4043729052999997e-07,2.9531757579158438e-06,2.0867134191036628e-07,train
8.312274947e-07,9.298256666819999e-07,2.909365931e-07,1.4041750565999996e-07,1.9896676462252866e-06,2.2953817872838862e-06,train
8.059641348e-07,9.211429777529999e-07,2.9097057689999987e-07,1.4044751184999993e-07,1.5432893823714122e-06,2.140632607526234e-06,train
6.47888423e-07,7.451487540899999e-07,2.914152328999999e-07,1.407269151799999e-07,8.515226614630289e-07,1.728497025698208e-07,train
8.625766528e-07,9.455285955189999e-07,2.9090684339999997e-07,1.4038784255e-07,2.544663521685585e-06,2.8575191383947516e-06,train
7.985483437e-07,9.061979477399999e-07,2.9098809540000005e-07,1.4045573910999996e-07,1.6952594089501122e-06,1.704639210466646e-06,train
7.619338695e-07,9.024607395799999e-07,2.910472046e-07,1.4050811299999996e-07,1.0404916706604726e-06,1.8287519769470187e-06,train
7.954428656e-07,9.122898371e-07,2.9098924320000004e-07,1.4046049668999995e-07,1.5043715105973606e-06,1.9091133241888893e-06,train
6.145830739999999e-07,7.3218250786e-07,2.915172253e-07,1.4080470310999994e-07,5.906729380273361e-07,1.7186904536614356e-07,train
7.636520277e-07,7.8686116995e-07,2.9113338389999996e-07,1.4051096328e-07,2.1843821286777494e-06,2.182907072560436e-08,train
7.757088748e-07,8.1771948997e-07,2.910872351e-07,1.404901239499999e-07,2.20818780948262e-06,2.9404270902468544e-07,train
6.26399309e-07,7.8362301743e-07,2.914377308e-07,1.4077019254999995e-07,4.776851424554227e-07,5.85984446714807e-07,train
7.428150895999999e-07,8.201333981199999e-07,2.9114167740000003e-07,1.405404380299999e-07,1.618076719616584e-06,5.163259026818815e-07,train
6.36225251e-07,7.924470914999999e-07,2.9140348959999995e-07,1.4074684047e-07,5.224523499955366e-07,6.420316392614274e-07,train
5.627833690000001e-07,7.149978271999999e-07,2.9169487159999994e-07,1.409429226499999e-07,2.2593396840939573e-07,1.7547991880166682e-07,train
8.443857231999999e-07,9.096746585099999e-07,2.909320963e-07,1.4039965106999993e-07,2.9226386814223046e-06,1.4243917678980546e-06,train
7.828208089999999e-07,8.2854542373e-07,2.9106722969999997e-07,1.4047903724999992e-07,2.2691976251935656e-06,3.823940832032683e-07,train
5.587630889999999e-07,7.4956960166e-07,2.916765691e-07,1.409493455899999e-07,7.26974945531973e-08,4.623625105286021e-07,train
7.695424030999999e-07,9.300981937349999e-07,2.9102195239999994e-07,1.405002596199999e-07,5.160516235181857e-07,2.767114885222804e-06,train
8.163124663999999e-07,9.37017621971e-07,2.9095235949999987e-07,1.4043748476999994e-07,1.3184566478530468e-06,2.7852020257157484e-06,train
8.042908667999999e-07,8.902732985599999e-07,2.909898388e-07,1.4044736607999987e-07,2.0924463346585523e-06,1.2620131757507994e-06,train
7.841923175e-07,9.288336914229999e-07,2.9099909810000003e-07,1.404786595899999e-07,8.437076124805669e-07,2.612265828932301e-06,train
7.352449999999999e-07,9.0790463095e-07,2.9109224479999994e-07,1.4055103558999997e-07,5.091767677853945e-07,2.1266154088377834e-06,train
6.413556589999999e-07,8.5390904018e-07,2.913395267000001e-07,1.4073071306e-07,1.3567289569079967e-07,1.3736541882944646e-06,train
7.549277201e-07,8.3396463179e-07,2.9110863119999996e-07,1.4052019818999994e-07,1.710461433344939e-06,6.240389078276556e-07,train
6.921912873e-07,8.684074153899999e-07,2.9120618259999996e-07,1.4062637313e-07,5.279036643380006e-07,1.4239348236712197e-06,train
7.008059229999999e-07,8.3818878512e-07,2.9121059369999984e-07,1.4061164436999995e-07,9.114571648459671e-07,9.33348904270506e-07,train
8.044550487e-07,9.007760910499999e-07,2.909830538999999e-07,1.4044754298999998e-07,1.9298539007075194e-06,1.5150639887256073e-06,train
8.347391948999999e-07,9.25488542069e-07,2.909343042e-07,1.4041254755000004e-07,2.2257671397175507e-06,2.07521948287205e-06,train
7.063419426e-07,7.969521260499999e-07,2.912331338999999e-07,1.4060495411999995e-07,1.254507352776182e-06,4.3142603131954704e-07,train
8.198992373999999e-07,8.832797745299999e-07,2.909745579e-07,1.4042736048999988e-07,2.591669759430079e-06,9.89116153771797e-07,train
6.514968189999999e-07,8.5578224328e-07,2.913120236e-07,1.4070859234999996e-07,2.1765910679761968e-07,1.3677690259744445e-06,train
7.049341108999999e-07,7.927799777699999e-07,2.9123972699999997e-07,1.4060791709999997e-07,1.2603201556895496e-06,3.9446967154627546e-07,train
7.93218278e-07,8.698317012699999e-07,2.910195734e-07,1.4046239576000003e-07,2.102678085382863e-06,9.325026128364174e-07,train
5.768435399999999e-07,7.3402954084e-07,2.916304129e-07,1.4090083354999994e-07,2.704661639289242e-07,2.9030673745231907e-07,train
7.618846676e-07,8.877042558099999e-07,2.910564943e-07,1.4050770993000002e-07,1.2729945072525236e-06,1.472574499897041e-06,train
8.372952968999999e-07,9.42161348957e-07,2.909280902999999e-07,1.4041376325999996e-07,1.7339293934078756e-06,2.904839521902727e-06,train
7.165741681999999e-07,8.24041258e-07,2.911892636e-07,1.4058432463e-07,1.2157130457180161e-06,6.888816762984647e-07,train
7.72938116e-07,9.328536116389999e-07,2.9101571009999994e-07,1.4049582599999986e-07,4.880748472591237e-07,2.8808293059501066e-06,train
7.040186255e-07,8.7207942137e-07,2.9117793429999997e-07,1.4060441297e-07,6.293773393928969e-07,1.4407409387207853e-06,train
8.235791302999999e-07,9.323166079959999e-07,2.9094458720000004e-07,1.404272793099999e-07,1.6842781655636208e-06,2.479785717972856e-06,train
8.477397934999999e-07,9.414997323649999e-07,2.9091812319999987e-07,1.4040183019999997e-07,2.125951216341291e-06,2.75780724962631e-06,train
8.133024454e-07,9.35058421609e-07,2.90956551e-07,1.4044076009999998e-07,1.3106064846284514e-06,2.7036527703857105e-06,train
7.958523451999999e-07,9.28946632157e-07,2.909817715999999e-07,1.4046238876999997e-07,1.0908238259368963e-06,2.5367081454488847e-06,train
8.288155038e-07,9.34843185804e-07,2.909380037999999e-07,1.4042153186999996e-07,1.7519018460420686e-06,2.5614399851708553e-06,train
7.817931379e-07,8.528532705399999e-07,2.910494626999999e-07,1.4047901223999997e-07,2.038959355608179e-06,7.297349914895078e-07,train
7.646840010999999e-07,9.300533866609999e-07,2.9103006189999997e-07,1.4050752882999992e-07,4.2776777686619194e-07,2.7957588566453673e-06,train
7.02798274e-07,8.8960027539e-07,2.911685602e-07,1.4060668429999988e-07,3.8385892872685123e-07,1.8015477052450568e-06,train
8.373640169999999e-07,9.31399859961e-07,2.9092965149999987e-07,1.4041065942e-07,2.1350734049427267e-06,2.312127341497301e-06,train
8.177350488e-07,9.213659461799999e-07,2.909552746999999e-07,1.4043241966999992e-07,1.8377422005246795e-06,2.0584206859932385e-06,train
8.703584653e-07,9.444371482719999e-07,2.9090230899999995e-07,1.4037991762999998e-07,2.95824859688795e-06,2.6832410303229084e-06,train
6.08638609e-07,8.0211037512e-07,2.914720417e-07,1.408105140899999e-07,2.223609201986848e-07,8.230623323258262e-07,train
8.155687386e-07,9.313077567659999e-07,2.909545649e-07,1.4043693688999997e-07,1.496930565321279e-06,2.4974458009766935e-06,train
8.259364294e-07,9.15680256088e-07,2.90948151e-07,1.4042153986999988e-07,2.20230407918392e-06,1.787793390933331e-06,train
7.860156697999999e-07,9.014230827899999e-07,2.910091363999999e-07,1.4047270367000004e-07,1.5116939302599545e-06,1.6571821974635728e-06,train
6.633203247999999e-07,8.503348784199999e-07,2.9128678860000003e-07,1.4068404012999997e-07,3.8952890925004956e-07,1.2436081584054882e-06,train
8.054932464e-07,9.329745281089999e-07,2.9096723949999996e-07,1.4045040349000003e-07,1.1863824780094524e-06,2.657684355743517e-06,train
8.250615245999999e-07,9.32236879856e-07,2.909428482e-07,1.404254051799999e-07,1.7294741392998937e-06,2.4632115657777256e-06,train
6.83049833e-07,8.1556832696e-07,2.9126846060000004e-07,1.406468405299999e-07,8.650028395953093e-07,7.267989585795267e-07,train
8.058485462999999e-07,9.37247450039e-07,2.9096598409999987e-07,1.4045111424999996e-07,1.041594002280323e-06,2.8817054586943493e-06,train
7.508555495999999e-07,8.6635241217e-07,2.910907325999999e-07,1.4052495495000003e-07,1.3504032972149876e-06,1.1236505640559418e-06,train
7.927760346999999e-07,9.20943573402e-07,2.909890744e-07,1.4046516753999995e-07,1.2458421070644988e-06,2.226845247846383e-06,train
7.452116569e-07,8.0642618884e-07,2.911488057999999e-07,1.4053777447000004e-07,1.7473151397308767e-06,3.452168102727591e-07,train
6.665005325999999e-07,8.0586229048e-07,2.9131536829999993e-07,1.4068069848999993e-07,7.458261796325766e-07,6.802197714097988e-07,train
6.543717889999999e-07,8.6605210684e-07,2.912970339999999e-07,1.4070212854999996e-07,1.4005821091339445e-07,1.5265710100106726e-06,train
8.073053162999999e-07,8.1532771999e-07,2.9104306039999995e-07,1.4044674540999996e-07,2.9381047666609784e-06,2.2358360253437072e-08,train
7.001511123e-07,8.827757427899999e-07,2.9117874570000004e-07,1.4061143547e-07,4.480528572901151e-07,1.6644968923955452e-06,train
6.51251793e-07,7.5995113537e-07,2.913931880999999e-07,1.4071766728999995e-07,8.228494309190663e-07,2.89546230214948e-07,train
6.289473179999999e-07,8.4646600037e-07,2.9137840179999994e-07,1.4075902289999993e-07,8.645819389834864e-08,1.3038624086561057e-06,train
7.066909009999999e-07,9.0275219576e-07,2.911521899e-07,1.4060016662e-07,2.1267435629583842e-07,2.1162017426599923e-06,train
7.190972359e-07,8.7086417089e-07,2.911475887e-07,1.4057747736999989e-07,8.374427716593234e-07,1.3537609149910332e-06,train
7.453800462999999e-07,8.448549108599999e-07,2.911169611999999e-07,1.4053457322999996e-07,1.468025350848632e-06,8.217261916243765e-07,train
6.38527897e-07,8.2999202524e-07,2.91365884e-07,1.4073839030000002e-07,3.0965155107009826e-07,1.0517229146041119e-06,train
7.449980927e-07,9.0765014331e-07,2.9107415119999993e-07,1.4053509970000001e-07,6.636345143130285e-07,2.068121469624391e-06,train
8.251731163e-07,9.107677179699999e-07,2.909514217e-07,1.4042201296999998e-07,2.2854916886980364e-06,1.6360278394743312e-06,train
6.956873335e-07,7.8262628977e-07,2.912684283e-07,1.4062603899000002e-07,1.2010239333373702e-06,3.322677894243167e-07,train
7.579937760999999e-07,8.746942001699999e-07,2.9107210749999994e-07,1.4051363778000002e-07,1.3740827107181457e-06,1.2335028199996726e-06,train
7.273729617999999e-07,9.0699027135e-07,2.911078892e-07,1.4056417241999994e-07,4.124077028223928e-07,2.1390804978139435e-06,train
5.84142302e-07,7.874009136899999e-07,2.9155903219999997e-07,1.4087440118999997e-07,9.934421685080352e-08,7.410441417630494e-07,train
7.874319998e-07,9.141035758729999e-07,2.910000956e-07,1.4047180808999998e-07,1.2935528044065827e-06,2.0213042559264367e-06,train
6.40908204e-07,7.3116171396e-07,2.9144620669999997e-07,1.4074416589999993e-07,8.375149955445041e-07,7.990036585560534e-08,train
8.27367923e-07,8.7092925722e-07,2.909746017e-07,1.4041843082999997e-07,2.964826283213819e-06,6.812742452473713e-07,train
6.41489889e-07,8.2956618094e-07,2.913584494e-07,1.4073185601999996e-07,3.4096858125829344e-07,1.0368399032182757e-06,train
8.137861639e-07,9.375047824659999e-07,2.909554918e-07,1.4044087758e-07,1.2330487164177287e-06,2.8331517937941702e-06,train
7.545309878e-07,9.175903366299999e-07,2.9105213809999994e-07,1.4052100822999988e-07,6.00126149926932e-07,2.340960536510694e-06,train
8.516600271e-07,9.24197471875e-07,2.909189180999999e-07,1.4039345509000004e-07,2.8532941654786437e-06,1.8543183206270434e-06,train
7.463062964e-07,9.28350683887e-07,2.9106273949999995e-07,1.405359010799999e-07,1.653210508782157e-07,2.8274139646723532e-06,train
7.486805244e-07,9.192538526549999e-07,2.9106184159999994e-07,1.4053046495999998e-07,4.620968370705677e-07,2.4351134229459473e-06,train
8.408435696999999e-07,9.0432575093e-07,2.909383725999999e-07,1.4040316718999999e-07,2.902752276609821e-06,1.3042287596306372e-06,train
6.318658229999999e-07,8.0139415008e-07,2.914074724999999e-07,1.4075573513e-07,4.3276534011445333e-07,7.467626577222837e-07,train
8.152896787e-07,8.6945023082e-07,2.909900501999999e-07,1.4043329468999995e-07,2.639694298661601e-06,7.598452449445829e-07,train
7.444621122e-07,8.464994733399999e-07,2.9111738719999986e-07,1.4053594392999994e-07,1.4396981133922523e-06,8.49567597903644e-07,train
7.566147600999999e-07,8.456976838299999e-07,2.910963809e-07,1.405168348299999e-07,1.6421444660124515e-06,7.742545658233291e-07,train
7.303907398e-07,8.9930533254e-07,2.911063583999999e-07,1.4055856713999996e-07,5.984347421462649e-07,1.9102192868093106e-06,train
8.056148580999999e-07,9.162946290339999e-07,2.9097312979999995e-07,1.4044733052e-07,1.651229436824257e-06,1.969035436966513e-06,train
