A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,bin
8.552411103849029e-07,3.85357400898636e-07,7.308628466709996e-08,7.410626180229988e-08,4.984537730590997e-08,1.802530025338986e-08,1.3991800976938896e-08,4.649570145697996e-08,1.7556201818899902e-08,3.1324334262359976e-08,9.461004529055856e-07,3.8588823023392123e-07,train
9.63806067089068e-07,1.0434248722830012e-07,7.309319218449994e-08,7.410973160979987e-08,4.98456781458698e-08,1.8025769820359735e-08,1.3959172690300844e-08,4.650199580388989e-08,1.7555920057199952e-08,3.1460904356989965e-08,1.426975895747986e-06,9.716904438517332e-08,train
2.5793315246922987e-07,7.998227133480662e-07,7.308146396029986e-08,7.413654444329994e-08,4.9846714909049925e-08,1.8025338883799987e-08,1.4231296055508854e-08,4.647344982032e-08,1.7560417971700034e-08,3.1334937653739836e-08,2.5402673006524954e-07,8.245540894450737e-07,train
9.525839664520482e-07,9.245652951588646e-07,7.307849079239995e-08,7.409175259529994e-08,4.984606794714013e-08,1.8025540737080213e-08,1.396291406061382e-08,4.649873155277005e-08,1.7556192601299964e-08,3.1415264321929826e-08,1.2978728849284226e-06,1.012996044620444e-06,train
1.8261298182837994e-07,5.237167788762984e-08,7.309646297180002e-08,7.416395833379989e-08,4.984687626129996e-08,1.8025917666160042e-08,1.4261480254472883e-08,4.6473648109589986e-08,1.7560847359510014e-08,3.13420847390299e-08,1.7477514524927168e-07,3.7082854565729906e-08,train
9.599435368972881e-07,9.153065574859769e-07,7.307882263549984e-08,7.409196361699989e-08,4.984604517903988e-08,1.8025535459709834e-08,1.3961710593590746e-08,4.649912823761986e-08,1.7556195055300102e-08,3.1441648668330083e-08,1.3750500563071395e-06,9.924824511180326e-07,train
1.4330882949697976e-07,4.363438223424389e-07,7.308884151230009e-08,7.416320831589989e-08,4.9846778505050064e-08,1.8025641581349867e-08,1.4278449562023174e-08,4.647060876851003e-08,1.7561191408999797e-08,3.134374935240997e-08,1.3230435173712608e-07,4.37881513167187e-07,train
5.51550162920509e-07,6.29901415626656e-07,7.308281660769999e-08,7.411747844129997e-08,4.9845940342280114e-08,1.802524845997995e-08,1.4110841432348743e-08,4.648406317148997e-08,1.7558221972999887e-08,3.131656180141012e-08,5.62212295043059e-07,6.377688409098413e-07,train
4.3109274302341996e-07,9.026449938895777e-07,7.307930629680012e-08,7.411963597889991e-08,4.984650731458991e-08,1.8025343786639926e-08,1.4160957896296959e-08,4.647936677336004e-08,1.7559296339299793e-08,3.1323340219110044e-08,4.344369932973862e-07,9.678909562589648e-07,train
3.3916241493723e-07,6.963666702061992e-08,7.309483762289998e-08,7.414504216220011e-08,4.9846348859029925e-08,1.802569010788986e-08,1.4196575668189959e-08,4.647887687886003e-08,1.7559624886300037e-08,3.133066906729994e-08,3.3855299204099917e-07,5.836975367802355e-08,train
2.1106886936673998e-07,9.762653321167443e-07,7.308367791279993e-08,7.414043438020004e-08,4.984776384747994e-08,1.8026690380119925e-08,1.4256581314628862e-08,4.647296398967983e-08,1.7561733394300024e-08,3.1340179094079925e-08,2.0490789128219278e-07,1.2897792199471959e-06,train
9.1824648431133e-07,9.534176879457928e-07,7.307850034620008e-08,7.409209454789995e-08,4.9846082163019976e-08,1.8025699863820107e-08,1.3973312334870832e-08,4.6497166770729985e-08,1.7556470019200026e-08,3.135660788722981e-08,1.104201031730649e-06,1.1057781347371818e-06,train
9.478710768294593e-07,3.381179888127419e-07,7.308786721280011e-08,7.410402403969985e-08,4.984553422296992e-08,1.8025467447019975e-08,1.396155945687474e-08,4.6499880726289977e-08,1.75558658634001e-08,3.1402659293439993e-08,1.2588477984361818e-06,3.378042502906527e-07,train
4.554087901419964e-08,7.922852353662572e-07,7.308499088810003e-08,7.422425988519991e-08,4.984754537484006e-08,1.8026251555970102e-08,1.4321139454441793e-08,4.646625348204992e-08,1.7562575547499786e-08,3.135112319649986e-08,5.7689470629402885e-09,8.156507989494369e-07,train
8.97659913788462e-07,3.3318150656845067e-07,7.308738327439978e-08,7.410551134409987e-08,4.984536599607004e-08,1.8025367044079898e-08,1.3976561399539078e-08,4.6497578286529966e-08,1.755594286359975e-08,3.134094081954004e-08,1.0395447228251636e-06,3.3278186241981454e-07,train
8.987525279267979e-08,6.876891786012934e-07,7.308504829990002e-08,7.417807151760006e-08,4.98470457148e-08,1.80257373349496e-08,1.430151580130895e-08,4.6467956092279914e-08,1.756177806850008e-08,3.1347533507769965e-08,7.070110576474731e-08,6.991200966258241e-07,train
2.8535502396677986e-07,9.670153477502885e-07,7.308172631609986e-08,7.413122664350008e-08,4.9847382223719896e-08,1.802613456723024e-08,1.422396228272192e-08,4.647492432218993e-08,1.756081375519985e-08,3.1334152350869876e-08,2.8259187197133043e-07,1.1883341194315772e-06,train
9.63014172940988e-07,9.53608087062473e-07,7.307968928399998e-08,7.40917029971e-08,4.9846374751329886e-08,1.8025932081960096e-08,1.3963050953403768e-08,4.649976811897997e-08,1.7556483024200003e-08,3.145642853200991e-08,1.4154626292959335e-06,1.1066664132008685e-06,train
9.498556384554648e-07,6.37749418965853e-07,7.308236609230009e-08,7.40974853371001e-08,4.9845639838509886e-08,1.8025339945830013e-08,1.396153601281774e-08,4.649900509013986e-08,1.7555923607900022e-08,3.140731806700994e-08,1.274495764554437e-06,6.460313909140914e-07,train
4.89502237627656e-07,9.59404160749792e-07,7.307999554980003e-08,7.411513874029994e-08,4.984676088550999e-08,1.802578894172999e-08,1.4139538084076978e-08,4.6481840402299973e-08,1.7559307621099965e-08,3.1320672840150005e-08,4.959496567053299e-07,1.1364074014876448e-06,train
9.63349906896035e-07,9.579415602673814e-07,7.307990563749991e-08,7.409177161569995e-08,4.984645580572992e-08,1.802602044210993e-08,1.3963374590476101e-08,4.649982756516993e-08,1.7556570604099932e-08,3.145826121379994e-08,1.4202595629533778e-06,1.1283191411194265e-06,train
8.427284736767229e-07,1.4298958128233996e-07,7.309103879629978e-08,7.411226329479983e-08,4.984542219622011e-08,1.8025429645009765e-08,1.399622523083507e-08,4.649610535272988e-08,1.755620710330002e-08,3.132205702939002e-08,9.238609115780613e-07,1.3809892470189754e-07,train
9.100255688354455e-07,5.277095163634269e-07,7.308380821039993e-08,7.410078739389981e-08,4.984546069277002e-08,1.8025253282699677e-08,1.3972615112125002e-08,4.649738383935992e-08,1.755592150749993e-08,3.13489757967498e-08,1.075953895146466e-06,5.315506660981239e-07,train
9.661416338116965e-07,8.24670538821598e-08,7.309394758629995e-08,7.411046183139989e-08,4.9845793258679864e-08,1.802581367838955e-08,1.3959218282088093e-08,4.650225609208998e-08,1.7555921347699752e-08,3.147415804339e-08,1.4636736878921754e-06,7.310635655648528e-08,train
2.2814320394698983e-07,8.842954565267408e-07,7.308059405210004e-08,7.413844755149995e-08,4.984687879021995e-08,1.8025447393139924e-08,1.4244345351723906e-08,4.6472258550489945e-08,1.7560728953300113e-08,3.1337113324470023e-08,2.228685819158961e-07,9.369416052005155e-07,train
9.374461613183233e-07,1.2233943040983982e-07,7.309188249999982e-08,7.410910305739987e-08,4.984546075398975e-08,1.802552510444999e-08,1.396381539729585e-08,4.650013584519008e-08,1.7555794437200075e-08,3.138168186228014e-08,1.1908876200228395e-06,1.1639695206352613e-07,train
9.183510945235769e-07,8.196216556099983e-07,7.307880239710012e-08,7.409421209389998e-08,4.98456600391601e-08,1.8025220745240003e-08,1.397070285162706e-08,4.649690461462997e-08,1.7555995780899987e-08,3.135601948687988e-08,1.1045981466666795e-06,8.485149885999035e-07,train
4.4092399917799996e-08,2.2379174759895193e-07,7.309549526529999e-08,7.423991238099987e-08,4.9847297146729904e-08,1.8026623682439823e-08,1.4320767469688095e-08,4.646801260509006e-08,1.7562470261199834e-08,3.1352127874669845e-08,2.93378133857064e-09,2.2135452523730465e-07,train
2.829529618077499e-07,6.50042407296622e-07,7.308382973569998e-08,7.413710352970007e-08,4.984653416261991e-08,1.802540520358015e-08,1.4220516070586958e-08,4.6474750068439935e-08,1.756009157939999e-08,3.133321030491005e-08,2.800984322662833e-07,6.590072443731158e-07,train
8.10188185307642e-07,4.054118270171001e-08,7.309392238209991e-08,7.411692287079999e-08,4.9845774314629815e-08,1.8025597643990123e-08,1.4008469209496986e-08,4.649573752248994e-08,1.7556479256400095e-08,3.131797462687998e-08,8.721398284553811e-07,2.0534473235630347e-08,train
8.76859744757826e-07,1.009486319500101e-07,7.309198652099994e-08,7.411175633700004e-08,4.984544998422999e-08,1.8025503075419975e-08,1.3983612646350986e-08,4.6497687498980095e-08,1.755605757689995e-08,3.1331731756969875e-08,9.892780088163043e-07,9.349658654312072e-08,train
9.470656676482525e-07,3.3719338412322303e-07,7.308782157120012e-08,7.410405379870013e-08,4.984545317114995e-08,1.802547268065995e-08,1.3961740313426873e-08,4.649989755975987e-08,1.755577980069987e-08,3.1400677268760005e-08,1.2527869443610992e-06,3.3686357138920417e-07,train
9.500903150240382e-07,2.6471803669996894e-07,7.308935116769993e-08,7.410569504209973e-08,4.984549855406978e-08,1.802553557555006e-08,1.3960996976512694e-08,4.6500281708569914e-08,1.7555857189799873e-08,3.1408509752880026e-08,1.276429606618483e-06,2.6310585218521743e-07,train
5.79228167738336e-07,3.240068632445239e-07,7.308837921910008e-08,7.41224890259999e-08,4.9845751073409995e-08,1.8025380143449933e-08,1.4099358662634934e-08,4.648606493151999e-08,1.7558021965899755e-08,3.131571177704997e-08,5.922046214977573e-07,3.2344785473677477e-07,train
3.953010707345e-07,2.3812378628027302e-07,7.309094284379999e-08,7.413653540179996e-08,4.984612864296002e-08,1.802547488024993e-08,1.4173624152421929e-08,4.648002251073001e-08,1.7559278833599992e-08,3.13262360964399e-08,3.9701371523989636e-07,2.3599159188583792e-07,train
9.569000062613079e-07,9.146335170759014e-07,7.30787118218e-08,7.409192761070006e-08,4.984600870967995e-08,1.8025548450149737e-08,1.3962072573606953e-08,4.6498967971419905e-08,1.755624307099982e-08,3.142954839999994e-08,1.3402385696112113e-06,9.910863223879426e-07,train
5.340662527060789e-07,8.899600411637767e-07,7.307894737509992e-08,7.411313593859992e-08,4.984625389834006e-08,1.8025288978629803e-08,1.4119108554734017e-08,4.648294051191998e-08,1.7558544916300144e-08,3.131742962746002e-08,5.434190890537523e-07,9.460491928627584e-07,train
8.608507083558959e-07,3.5213374270924884e-07,7.308694261670007e-08,7.410675273759999e-08,4.984535829225986e-08,1.802525913245977e-08,1.3989719824946849e-08,4.649602277443997e-08,1.755617290020003e-08,3.1325888849240013e-08,9.566505266111595e-07,3.520652637873891e-07,train
9.236354703204893e-07,5.54488670912839e-07,7.308342929030002e-08,7.409969931249992e-08,4.984550847678007e-08,1.802523804295023e-08,1.3968352895951816e-08,4.649790521044991e-08,1.7555867593699947e-08,3.1361693601159914e-08,1.1251025142640153e-06,5.591921431416789e-07,train
9.434656625016285e-07,3.0210995749256993e-07,7.308844197509997e-08,7.410483045890001e-08,4.9845426138360043e-08,1.8025470465140032e-08,1.3962489896205516e-08,4.649973656846996e-08,1.755579498150006e-08,3.139260143229002e-08,1.227531723992749e-06,3.0117041354365243e-07,train
9.67050049155304e-07,9.320677105167535e-07,7.307938983219978e-08,7.40921270232e-08,4.984625386728995e-08,1.8025768671169807e-08,1.3962051222563706e-08,4.649990588074991e-08,1.755635689569999e-08,3.147877450839988e-08,1.4792112089873352e-06,1.0318862633324639e-06,train
7.45337519006136e-07,7.183049745312795e-07,7.308046342379997e-08,7.410455881880004e-08,4.9845757009020054e-08,1.8025111119319635e-08,1.4034368617063863e-08,4.6490675361259924e-08,1.755701141800003e-08,3.1312173300549976e-08,7.840337993360437e-07,7.32269877721798e-07,train
9.046596481679185e-07,9.622816345340883e-07,7.307891264769988e-08,7.409267264620001e-08,4.984623272405004e-08,1.8025829414879775e-08,1.3978568602853006e-08,4.6496841624290045e-08,1.755666297810004e-08,3.134577493288995e-08,1.0593642570469521e-06,1.1539843340270045e-06,train
1.7211777545622996e-07,3.1180892493666385e-07,7.309087281490003e-08,7.415955432289996e-08,4.984664902292998e-08,1.8025633144669837e-08,1.4266153282929071e-08,4.647205258593996e-08,1.7560864039800137e-08,3.134177575485993e-08,1.635529244778004e-07,3.1103809846432323e-07,train
9.330955349686491e-07,9.3005841013952e-07,7.307815835300009e-08,7.409183036899992e-08,4.9845947194969886e-08,1.802550039613025e-08,1.3967700151045807e-08,4.649760111025995e-08,1.755628216090012e-08,3.1373976235729976e-08,1.1678183261416028e-06,1.0265808006792925e-06,train
5.24291652893393e-07,9.985775354746e-08,7.309314016059987e-08,7.413098054859984e-08,4.984590519867e-08,1.802552458015989e-08,1.4121141387329036e-08,4.6485080494109875e-08,1.7558344370000013e-08,3.1318991278019915e-08,5.329596273531861e-07,9.231233370082915e-08,train
5.67949677521691e-07,8.648320231442009e-07,7.307899850290012e-08,7.411149325040002e-08,4.98461379686798e-08,1.802522258294998e-08,1.4105263238739129e-08,4.648408127041999e-08,1.755827023639999e-08,3.13156619315198e-08,5.799430399527311e-07,9.078992920100598e-07,train
9.010890397044313e-07,5.245675127597669e-07,7.30838178282999e-08,7.410120019909993e-08,4.984545081668995e-08,1.80251942458098e-08,1.3975613484692943e-08,4.649700930093e-08,1.7555963497700122e-08,3.1342730837080116e-08,1.0490324369052535e-06,5.283143418989452e-07,train
8.423362194340539e-07,5.526070977318219e-07,7.308324437590007e-08,7.41032127953999e-08,4.984546214634981e-08,1.8025146549989747e-08,1.39968923529501e-08,4.649471835547993e-08,1.7556313203099944e-08,3.132115429045003e-08,9.231864355236129e-07,5.572460415455132e-07,train
9.53834704410021e-07,9.812659071564651e-07,7.308316113619993e-08,7.409247541809989e-08,4.984708460015995e-08,1.8027000304399904e-08,1.396886202827302e-08,4.650043683972993e-08,1.7557279536299952e-08,3.1421462863249984e-08,1.309369622129171e-06,1.3827404455859206e-06,train
6.63603768310349e-07,3.6941468417766e-07,7.30872034743999e-08,7.41165791756999e-08,4.9845709701019964e-08,1.8025255330059837e-08,1.4065822364712804e-08,4.648884863324002e-08,1.755745564039988e-08,3.131272742041985e-08,6.862376791335127e-07,3.6965391578561236e-07,train
3.8110387774087995e-07,4.550959162990078e-07,7.308687619489987e-08,7.413277170040004e-08,4.984619788594004e-08,1.8025406419379904e-08,1.4179742875426976e-08,4.647872990461999e-08,1.7559424837299938e-08,3.132676692650997e-08,3.8220786755031696e-07,4.5704395381144847e-07,train
5.54567846618262e-07,2.5704549719822393e-07,7.308974061389998e-08,7.412549098999992e-08,4.984584244645994e-08,1.8025433382770073e-08,1.4109082349282206e-08,4.6485507222759867e-08,1.7558113120299898e-08,3.131703424915006e-08,5.654676341209116e-07,2.5528805908239164e-07,train
9.442687718013243e-07,9.79976696346096e-07,7.308240452059979e-08,7.40923766093998e-08,4.984688170035972e-08,1.8026839110419987e-08,1.3970231436365013e-08,4.6499653975879905e-08,1.7557128326799887e-08,3.139608721344989e-08,1.232864118550615e-06,1.3546012775904226e-06,train
6.32607947142403e-07,8.708419225684525e-07,7.307864690750012e-08,7.41076061886999e-08,4.984610907034006e-08,1.802516626884963e-08,1.4079532589432944e-08,4.648631785480005e-08,1.7557872479400018e-08,3.131316088680994e-08,6.511313974452315e-07,9.165584004081593e-07,train
5.010117418573251e-07,7.983742837493309e-07,7.308018915730007e-08,7.41169567902999e-08,4.984618553660995e-08,1.8025232695290302e-08,1.4131700904611925e-08,4.648188462623987e-08,1.755870616499987e-08,3.1319101669070015e-08,5.081592417198882e-07,8.22837552561417e-07,train
8.70255202246478e-07,6.362167377702579e-07,7.308173346940015e-08,7.410010965239995e-08,4.9845457696329875e-08,1.8025141231869882e-08,1.3986753977245107e-08,4.6495498089579955e-08,1.7556143957799966e-08,3.1328285434450004e-08,9.753096744986252e-07,6.444159466884305e-07,train
9.254067497824706e-07,8.357442704015057e-07,7.307859577310005e-08,7.409371790530006e-08,4.9845671128079964e-08,1.8025255638229905e-08,1.3968613073195886e-08,4.649718925553001e-08,1.755606033789998e-08,3.136348047748995e-08,1.1324515730038635e-06,8.687816037433952e-07,train
9.513828364215071e-07,1.6321535781914004e-07,7.309141398669986e-08,7.410803620730008e-08,4.9845461810600034e-08,1.802557473518976e-08,1.396062286463099e-08,4.650073263302987e-08,1.755581077599997e-08,3.1412365355990045e-08,1.2873186718006899e-06,1.5911995745633152e-07,train
8.979647631692779e-07,2.099608678028509e-07,7.308966208119993e-08,7.410824133449987e-08,4.984531118417003e-08,1.8025462093700174e-08,1.3976322660121015e-08,4.649802528139984e-08,1.7555948745900097e-08,3.1341365216740104e-08,1.0403730088855337e-06,2.0720667672304826e-07,train
8.21089871769005e-07,8.443297874432281e-07,7.307834244869991e-08,7.40980547776999e-08,4.984576163747987e-08,1.8025125041539827e-08,1.4005813200720772e-08,4.6493067080249857e-08,1.7556539577399753e-08,3.1317475453589946e-08,8.886663315821702e-07,8.799300076924694e-07,train
2.741793452514199e-07,1.5221092973484983e-07,7.309325365759993e-08,7.414905261319999e-08,4.9846432427639844e-08,1.802563481090011e-08,1.422345518090619e-08,4.647608865152999e-08,1.7560076887899816e-08,3.1334794444229847e-08,2.7096352605093375e-07,1.4770593070588245e-07,train
8.773244238891079e-07,8.208055609642857e-07,7.307857980010001e-08,7.409581425339988e-08,4.984568837561005e-08,1.8025171287759978e-08,1.398480479192597e-08,4.6495247466500024e-08,1.7556220839099907e-08,3.133066233585986e-08,9.90283234530032e-07,8.499761759775573e-07,train
9.499255748896755e-07,4.2996791068560485e-07,7.30862359481e-08,7.410205392319994e-08,4.984553072196993e-08,1.802543901032992e-08,1.3961209108674955e-08,4.649967501601992e-08,1.755587741199977e-08,3.140780258497997e-08,1.275073408224184e-06,4.313726501433622e-07,train
9.116962929292758e-07,9.351546847201546e-07,7.307798037320012e-08,7.409242764240018e-08,4.9845966466829944e-08,1.8025468159890103e-08,1.3974462596578114e-08,4.6496694410089914e-08,1.7556300943699872e-08,3.135048989657008e-08,1.0813815653334338e-06,1.0404162844711248e-06,train
5.727004454670769e-07,4.24357604127199e-08,7.309463253529994e-08,7.412991923629992e-08,4.984608669048985e-08,1.8025581504469974e-08,1.410167522316993e-08,4.648723702590997e-08,1.755810307148006e-08,3.1317287345109966e-08,5.851019755165857e-07,2.33603714579807e-08,train
7.156773674676359e-07,9.538164228335661e-07,7.30786623450001e-08,7.410185356549985e-08,4.984628842815993e-08,1.802565632495993e-08,1.404887482420291e-08,4.6489596544429955e-08,1.755766301559991e-08,3.1312463514430023e-08,7.474051079498284e-07,1.1076020172941917e-06,train
1.3619657025795998e-07,9.788704337593187e-07,7.308504432879992e-08,7.415544256319994e-08,4.98481759527401e-08,1.802696430605996e-08,1.4288793839847269e-08,4.6470566525629955e-08,1.7562473111000045e-08,3.1346140906919976e-08,1.244264093924292e-07,1.3329269948778332e-06,train
3.1071551223899e-07,7.374504199501007e-08,7.309484702839978e-08,7.414744123290007e-08,4.984641460591999e-08,1.8025686713970084e-08,1.4208229419931302e-08,4.647785513035999e-08,1.75598526402001e-08,3.1332539893359934e-08,3.089768803113679e-07,6.315980246939857e-08,train
1.1390796323708988e-07,4.919060122695179e-07,7.308818466239999e-08,7.417111547979991e-08,4.984691669815989e-08,1.802571804342991e-08,1.4290925114802847e-08,4.646935921569993e-08,1.7561445723500028e-08,3.1345948144579887e-08,9.930417529061248e-08,4.947434996923243e-07,train
7.374621579748801e-07,5.40112413644102e-07,7.308367202769993e-08,7.410885633109999e-08,4.984562472569997e-08,1.802516878762979e-08,1.4037064484065965e-08,4.649088041065984e-08,1.7556936049899885e-08,3.1312198074390046e-08,7.741476477835377e-07,5.443389501185239e-07,train
9.442269270209784e-07,5.33092014797698e-07,7.308409663820004e-08,7.409982221609986e-08,4.984555218841009e-08,1.8025312481619755e-08,1.3962608989107145e-08,4.649905947430994e-08,1.755588872359983e-08,3.139385416407004e-08,1.2326331127890348e-06,5.370981035527256e-07,train
6.11258913726392e-07,1.2613875371527e-07,7.309219959499995e-08,7.41251503753001e-08,4.9845765553979906e-08,1.802543598788004e-08,1.4086327522224035e-08,4.648799871072997e-08,1.7557770948499835e-08,3.131491587139999e-08,6.273654349051543e-07,1.2041381805425906e-07,train
1.1362851069807981e-07,2.9862834613175894e-07,7.309186760850002e-08,7.41754853192e-08,4.9846773865679934e-08,1.8025883758619917e-08,1.4290813179944145e-08,4.647000909343996e-08,1.7561380580100185e-08,3.134630735106993e-08,9.898198382803065e-08,2.9762743907505064e-07,train
2.816033558555597e-07,9.294672928818727e-07,7.308013930229986e-08,7.413162807759999e-08,4.984696497284999e-08,1.8025638777079794e-08,1.4222966317300967e-08,4.647418506323996e-08,1.7560434842399987e-08,3.133356567261988e-08,2.78690819877018e-07,1.0250240046217137e-06,train
2.3113512123327004e-07,7.242195729542084e-07,7.308293193179988e-08,7.414135602849996e-08,4.984667448733992e-08,1.8025420879590107e-08,1.4242222023982958e-08,4.647268896769991e-08,1.7560556770499826e-08,3.1336855814639854e-08,2.2600728687580986e-07,7.38738775722623e-07,train
7.22772096112423e-07,1.0370872412285985e-07,7.309217687430008e-08,7.411945790620002e-08,4.984556722711997e-08,1.802547274158004e-08,1.4042272144740588e-08,4.6492061779109905e-08,1.755700617339987e-08,3.131298983160003e-08,7.560277704570373e-07,9.648500024168344e-08,train
3.9879518498484997e-07,1.7866140491113804e-07,7.309202641499995e-08,7.413764357349988e-08,4.984612735762003e-08,1.8025504764509763e-08,1.4172170481206045e-08,4.64803908275799e-08,1.755922711179994e-08,3.132616985131997e-08,4.0066061087905543e-07,1.7506922838864537e-07,train
8.91053987509937e-07,4.349015642405939e-07,7.30854192479e-08,7.410353711389986e-08,4.984540990162995e-08,1.8025247261539713e-08,1.3978966597317819e-08,4.649688422015003e-08,1.7555970047200063e-08,3.133719884114995e-08,1.0223463804017603e-06,4.364096088022288e-07,train
6.370903480270006e-08,1.5960395755949976e-07,7.309568029709997e-08,7.421069874679996e-08,4.984708321850998e-08,1.8026304780480294e-08,1.4312080617813975e-08,4.646894358136995e-08,1.7561980972699803e-08,3.135060301599991e-08,3.577472671209425e-08,1.553794220018061e-07,train
9.674575395609462e-07,2.4504930825835407e-07,7.309061107189988e-08,7.410667612289996e-08,4.984570300731997e-08,1.8025717932779877e-08,1.3959387714103779e-08,4.650165517286997e-08,1.7555923130700083e-08,3.148179051658003e-08,1.4865190968166834e-06,2.430573742343915e-07,train
3.166563114472999e-07,2.5619561505911385e-07,7.30909945231999e-08,7.414254940659999e-08,4.984627345418983e-08,1.802552579432995e-08,1.4205959551892071e-08,4.647723462372002e-08,1.7559749824500014e-08,3.133147445137015e-08,3.151534016401658e-07,2.544219021965512e-07,train
9.48017337341737e-07,6.385818236522987e-08,7.309358253289987e-08,7.411059041239995e-08,4.9845613334589986e-08,1.802572617306007e-08,1.396118393687996e-08,4.6501117222389905e-08,1.7555832296099982e-08,3.140395169163995e-08,1.2599713647160131e-06,5.1485440835376095e-08,train
8.018293422580039e-07,3.1663040216684e-07,7.30876963639e-08,7.41103613891e-08,4.984545644201998e-08,1.802526519078987e-08,1.401187464036101e-08,4.649397587051001e-08,1.7556534976699854e-08,3.131582159674988e-08,8.598950697805414e-07,3.1594354585450865e-07,train
4.86405559206616e-07,9.642687531958587e-07,7.308036015449997e-08,7.411545560129991e-08,4.984691000569995e-08,1.8025988858329946e-08,1.4141243274046924e-08,4.6481833187459994e-08,1.7559346745699818e-08,3.132102099215006e-08,4.926704264758743e-07,1.1674275878005461e-06,train
3.578207195317198e-07,9.729135290547078e-07,7.308211357730007e-08,7.412491127440003e-08,4.9847394950140054e-08,1.8026349245330018e-08,1.4195041587683865e-08,4.647777608114995e-08,1.756049662170006e-08,3.1329619875859805e-08,3.579549932339705e-07,1.2457526686410532e-06,train
9.620576087016535e-07,9.64573075149934e-07,7.308026215099989e-08,7.409181645210004e-08,4.9846563455179795e-08,1.8026109391260007e-08,1.3964171398240948e-08,4.649988580446997e-08,1.7556679562700004e-08,3.145208280372994e-08,1.4022102338242654e-06,1.1696714624573777e-06,train
9.680855868155766e-07,5.21003375444519e-07,7.308541246600005e-08,7.4100551998e-08,4.984580355027999e-08,1.8025552351350135e-08,1.3959817779341064e-08,4.650079605066996e-08,1.755604200069991e-08,3.148550310737992e-08,1.4980395114056745e-06,5.2464518969495e-07,train
9.630704442548198e-07,3.066002690880351e-07,7.308906021940007e-08,7.410498153759987e-08,4.9845616287149905e-08,1.802558638363005e-08,1.3959455677033205e-08,4.650107981826993e-08,1.75558858236e-08,3.145653562493013e-08,1.4163121322114013e-06,3.057390642247846e-07,train
9.41273013554844e-07,9.610887930011853e-07,7.30793235410001e-08,7.409154485600005e-08,4.984629407009996e-08,1.8025895409830004e-08,1.3967301350634862e-08,4.649844677517001e-08,1.7556504722899875e-08,3.138851591172994e-08,1.21341913538394e-06,1.1464587276700374e-06,train
7.514962502081951e-07,6.221976491567709e-07,7.308220319159993e-08,7.410632822960007e-08,4.9845606040420077e-08,1.8025119030800063e-08,1.4031692297016097e-08,4.649112635068e-08,1.7556881522399756e-08,3.131242875167991e-08,7.918595924868845e-07,6.296791997253802e-07,train
9.520254040351254e-07,9.539446775615198e-07,7.307909781330015e-08,7.40914921122e-08,4.984629627447991e-08,1.8025872339970138e-08,1.3964304150305887e-08,4.649898795307007e-08,1.7556451641799773e-08,3.1414061484019933e-08,1.292881712598139e-06,1.1082272098993787e-06,train
6.489096808210521e-07,9.551646151341195e-07,7.307905249610002e-08,7.410553559619983e-08,4.984643888725e-08,1.8025702804170046e-08,1.4075354109736042e-08,4.6487320581610045e-08,1.7558080233499908e-08,3.131332737593988e-08,6.694942390370369e-07,1.1140203852514487e-06,train
1.3445142681888003e-07,4.643090674895449e-07,7.308847707400009e-08,7.416498745210003e-08,4.98467785023601e-08,1.802570750421992e-08,1.4282229010609966e-08,4.647016806578004e-08,1.7561278960800044e-08,3.13444437287901e-08,1.2251518104926418e-07,4.664682138394812e-07,train
9.650510730291506e-07,3.339468480208689e-07,7.308869156920015e-08,7.41045290368999e-08,4.9845698226479985e-08,1.802561325189016e-08,1.395938915517999e-08,4.6501124482139995e-08,1.755590850219989e-08,3.146702264436004e-08,1.4459579610656917e-06,3.3356049118564544e-07,train
6.58118337133238e-07,9.027671724797016e-07,7.307831813609977e-08,7.410559817920002e-08,4.984610071052996e-08,1.8025294159229845e-08,1.4069784174467059e-08,4.648726498161988e-08,1.7557728490699974e-08,3.1312533673089925e-08,6.79964384497214e-07,9.681204118198158e-07,train
9.321215855605684e-07,6.576608551358329e-07,7.308160277809988e-08,7.409732045169999e-08,4.984554240886986e-08,1.8025258396299836e-08,1.3966040099202004e-08,4.649803215403978e-08,1.7555961501600066e-08,3.137231055175997e-08,1.1630021341074368e-06,6.670811881179792e-07,train
9.681528281645257e-07,9.832087683967494e-07,7.308479635280002e-08,7.409331812109973e-08,4.9847389873530035e-08,1.8027342209989794e-08,1.3968947277496785e-08,4.650186034311004e-08,1.7557555873199838e-08,3.1488553413789906e-08,1.499185523920523e-06,1.4329462944547562e-06,train
5.11215730039783e-07,6.004164904933461e-07,7.308354737319998e-08,7.412058760919996e-08,4.9846042858350024e-08,1.802527023476985e-08,1.412704061409893e-08,4.6482758647269996e-08,1.755848849479983e-08,3.1318668094209947e-08,5.190108239454467e-07,6.068912998832877e-07,train
7.099269017725069e-07,1.434461669584301e-07,7.309139560289995e-08,7.411915717799973e-08,4.9845614451299907e-08,1.8025425256590087e-08,1.4047320964283817e-08,4.649136448797993e-08,1.755703441589979e-08,3.131271562398999e-08,7.404829094122513e-07,1.3857567836869677e-07,train
8.432174510269259e-07,8.545226943007252e-07,7.307817703159986e-08,7.409669445690009e-08,4.984568391792002e-08,1.802511781681995e-08,1.3997500032721971e-08,4.6493836367669983e-08,1.7556484281599873e-08,3.132113425558989e-08,9.246945769258878e-07,8.9357066946977e-07,train
