A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,bin
1.6257891598857988e-07,6.979836695660843e-07,7.308393829239996e-08,7.415302120869982e-08,4.98468409622701e-08,1.8025540538239864e-08,1.4270757940117978e-08,4.647036758977991e-08,1.7561049477600057e-08,3.134192341317987e-08,1.5328733807533002e-07,7.102043449462604e-07,train
8.04290396000231e-07,8.051006541216481e-07,7.30788975903e-08,7.409964683659998e-08,4.9845714039379994e-08,1.8025082106609907e-08,1.401189279217098e-08,4.649258637986992e-08,1.7556663032799946e-08,3.131548995064984e-08,8.634614481638886e-07,8.308607999174265e-07,train
7.050025183319749e-07,8.704600172510039e-07,7.307840369989993e-08,7.410356907879978e-08,4.9845941623430046e-08,1.8025196405369852e-08,1.4050849666782966e-08,4.648892361119997e-08,1.7557367613799974e-08,3.131172131771007e-08,7.345873029610927e-07,9.160025225722428e-07,train
2.4754109808385993e-07,3.552857807136319e-07,7.308951704559999e-08,7.414735528169997e-08,4.984649381642999e-08,1.802554628164989e-08,1.4234667470977931e-08,4.647445142178987e-08,1.7560336779799873e-08,3.133623693545998e-08,2.4317668039474055e-07,3.5527258478277283e-07,train
1.9194079910806986e-07,9.752419319961696e-07,7.308361516249994e-08,7.414334016519995e-08,4.984785493658983e-08,1.8026664417750117e-08,1.426434586908583e-08,4.6472183351109976e-08,1.7561827408000064e-08,3.134154296556986e-08,1.846820522730505e-07,1.275160484720893e-06,train
8.837561729415269e-07,9.386413081703276e-07,7.307789988239982e-08,7.409350430159985e-08,4.98459229763399e-08,1.8025464246179876e-08,1.3984233655314107e-08,4.649557317891997e-08,1.755652205740013e-08,3.1333759041889995e-08,1.0047504845173572e-06,1.050720678694423e-06,train
8.778610826899199e-07,9.304284123594948e-07,7.307775561830004e-08,7.409381387479981e-08,4.984596574223e-08,1.802540599582023e-08,1.3986051845219982e-08,4.64953080798801e-08,1.755642601399993e-08,3.133130042734004e-08,9.914539796097612e-07,1.0275373097632858e-06,train
9.674071127483975e-07,1.1948999742488e-07,7.309309388759971e-08,7.410955034780007e-08,4.984576207395002e-08,1.8025819944759834e-08,1.3959251539023693e-08,4.6502226156769944e-08,1.755593846570008e-08,3.148177800423983e-08,1.4856157443233228e-06,1.1337599197150694e-07,train
9.263647801690775e-07,3.43742740468428e-07,7.308736901659995e-08,7.410431406830001e-08,4.984535399232982e-08,1.802533433165985e-08,1.3967170871645941e-08,4.649877114120991e-08,1.7555885821700106e-08,3.136520820475013e-08,1.1365533614297286e-06,3.435271418474674e-07,train
1.3047453503996007e-07,8.601719534437975e-07,7.308173366859995e-08,7.415771647659981e-08,4.9847129994569994e-08,1.8025670897349695e-08,1.4284993996041818e-08,4.6468939841749984e-08,1.7561462875199985e-08,3.134436981926989e-08,1.1808027345082167e-07,9.013376134186022e-07,train
2.831121124580101e-07,9.62943336220401e-07,7.308133748669989e-08,7.413135329930002e-08,4.9847239259389946e-08,1.8026052733790077e-08,1.422433979123094e-08,4.6474783631190004e-08,1.7560754900399823e-08,3.1334124084999896e-08,2.802582532113794e-07,1.1582760153432683e-06,train
9.371170251753152e-07,8.225057565182649e-07,7.307900534640001e-08,7.409364048080001e-08,4.9845671507700014e-08,1.8025243664310006e-08,1.3965187350968125e-08,4.6497772391419924e-08,1.7556003613199986e-08,3.137996286639991e-08,1.189037011622189e-06,8.520843110885533e-07,train
9.084161606683317e-07,9.147940993220922e-07,7.307778290489998e-08,7.409280092569996e-08,4.984589066295009e-08,1.8025329296739947e-08,1.3974943568759803e-08,4.64964038969599e-08,1.7556285608400026e-08,3.1347703499350015e-08,1.07083465009702e-06,9.914132550285646e-07,train
8.68707617977596e-07,9.640492164006792e-07,7.307896458440013e-08,7.409419553779982e-08,4.984625658543996e-08,1.8025859585880166e-08,1.3991382870362e-08,4.649542332801988e-08,1.7556909324399977e-08,3.132878310542991e-08,9.72135151929795e-07,1.1659161308176816e-06,train
2.7578083292051983e-07,3.189140428673679e-07,7.309003979969996e-08,7.414504335179997e-08,4.984642429711998e-08,1.802552801344997e-08,1.4222909587633761e-08,4.6475550335359965e-08,1.7560067329399822e-08,3.133419908016986e-08,2.726314849478715e-07,3.182665650759595e-07,train
9.382555149813583e-07,6.15213883839821e-07,7.308252970920007e-08,7.409806765849986e-08,4.984553908683999e-08,1.8025237461139815e-08,1.396424978246914e-08,4.6498425895749945e-08,1.7555840024199894e-08,3.1382090694779905e-08,1.1954562910665727e-06,6.223604074579598e-07,train
8.46015751347568e-07,8.787454422116975e-08,7.309224736129981e-08,7.41134956814001e-08,4.9845412723969985e-08,1.8025449852279858e-08,1.3994927747173812e-08,4.6496539023070045e-08,1.7556251101999985e-08,3.1323001651819936e-08,9.29548319018147e-07,7.91536415613589e-08,train
9.582784826072408e-07,4.34469721755712e-07,7.308638128989991e-08,7.410203639320004e-08,4.9845648721299935e-08,1.802549696644006e-08,1.395996429277485e-08,4.650024357339994e-08,1.755584127369991e-08,3.143505140024998e-08,1.3554571920276138e-06,4.3596877950601486e-07,train
9.439132087267497e-07,1.4114473594990995e-07,7.309157582800003e-08,7.410854871790007e-08,4.9845476072270056e-08,1.8025555717600098e-08,1.3962138615040656e-08,4.6500403800049915e-08,1.755576315129998e-08,3.1393942798340065e-08,1.2305231151032455e-06,1.361715020824875e-07,train
9.357798137425218e-07,2.0813717339260414e-07,7.309007506999984e-08,7.410711080200014e-08,4.9845449850140124e-08,1.802552508464975e-08,1.3964311981432957e-08,4.649972285227994e-08,1.7555773354799892e-08,3.1378585623939884e-08,1.1817590129892733e-06,2.053391366599512e-07,train
1.9542731026183983e-07,9.639684681544236e-07,7.30819982582e-08,7.414237481359996e-08,4.984751605915003e-08,1.8026178429789986e-08,1.426094625295878e-08,4.6471740738300046e-08,1.7561493152199985e-08,3.134057351728993e-08,1.8838489580838063e-07,1.1652827288787083e-06,train
6.125722435653359e-07,8.104149800690834e-07,7.307954114210004e-08,7.411000701489988e-08,4.9845987679489924e-08,1.802518639416971e-08,1.408707796838569e-08,4.6485753216869856e-08,1.7557881588199844e-08,3.1313725042879925e-08,6.288178472836728e-07,8.372609531840813e-07,train
5.21937190810056e-07,7.995140821088939e-07,7.308011952839977e-08,7.411563445799984e-08,4.9846157672459955e-08,1.8025151664110196e-08,1.4123272829376897e-08,4.648264443297999e-08,1.7558484562400032e-08,3.131796630354016e-08,5.304434652804031e-07,8.241904156300502e-07,train
2.9274986745679006e-07,5.53560707626716e-07,7.308551020620005e-08,7.413820171269981e-08,4.984641047359988e-08,1.802540043243986e-08,1.421628608363625e-08,4.647536410600003e-08,1.7560006779299986e-08,3.133270181500002e-08,2.9029308329463607e-07,5.582306515288977e-07,train
3.5066204911400975e-07,3.33930822749549e-07,7.308929439700001e-08,7.413784886759989e-08,4.9846261408049787e-08,1.8025511624860207e-08,1.4192010825075983e-08,4.647809765846992e-08,1.7559597192900028e-08,3.132903088743989e-08,3.505133049676422e-07,3.335438445776732e-07,train
5.99926485777854e-07,6.934190759688429e-07,7.308152049669988e-08,7.411316049199998e-08,4.9845977707449916e-08,1.802521483125999e-08,1.4091649156100008e-08,4.6485589175799916e-08,1.755797454379988e-08,3.1314306110080015e-08,6.14862162807836e-07,7.052848967403944e-07,train
1.2739872139786997e-07,6.47454344858129e-07,7.308517245629992e-08,7.4163056974e-08,4.984689914604999e-08,1.8025593652179858e-08,1.4285473832654927e-08,4.646938551633012e-08,1.7561373550699964e-08,3.134468294380996e-08,1.1463661947513943e-07,6.562699846002605e-07,train
9.34309876410151e-07,5.609807807395789e-07,7.30834462728999e-08,7.409934457709997e-08,4.984547363516992e-08,1.8025282534820092e-08,1.3965200150343018e-08,4.649843176273001e-08,1.755589308620004e-08,3.137569645021004e-08,1.174016036337465e-06,5.659105472038171e-07,train
1.7127376227090005e-07,7.656906065029012e-07,7.308266309350004e-08,7.414982924070006e-08,4.9846871356449905e-08,1.802544526788005e-08,1.426731717068597e-08,4.647049510286994e-08,1.756100083179994e-08,3.1341252991149836e-08,1.6264636530426153e-07,7.849594351075961e-07,train
8.592361500294019e-07,9.823408087038953e-07,7.308272482109987e-08,7.409570849099996e-08,4.9846998809059774e-08,1.8026851347650243e-08,1.3999231606169874e-08,4.6496273426370054e-08,1.7557624693299925e-08,3.132762005636988e-08,9.535513073038979e-07,1.409153924773238e-06,train
4.775261116285721e-07,9.840116626994169e-07,7.308485223639979e-08,7.411733241140003e-08,4.984773549628992e-08,1.8027174840340092e-08,1.4150139419009073e-08,4.6483063941310014e-08,1.7560350029699945e-08,3.132357593530997e-08,4.832763346830338e-07,1.4569536113613406e-06,train
7.577472973821219e-07,9.84901971097001e-07,7.308416951809982e-08,7.410120159319991e-08,4.984734980805001e-08,1.80272247171802e-08,1.4039307864891961e-08,4.649307034492998e-08,1.7558470278399998e-08,3.131582491247009e-08,7.998815237893659e-07,1.4867204138364104e-06,train
5.949799523645911e-07,5.001669959873969e-07,7.308499227069994e-08,7.411762294719982e-08,4.9845829085339996e-08,1.8025297776499928e-08,1.409326787756492e-08,4.648599023084983e-08,1.755788029270001e-08,3.1314779305579793e-08,6.094278155665771e-07,5.032230666459104e-07,train
5.402205004459986e-08,3.546814443459079e-07,7.309239144549986e-08,7.421879668059993e-08,4.9847222640670013e-08,1.8026271898100123e-08,1.4316481287723942e-08,4.646788793519995e-08,1.7562194971300222e-08,3.135097083669009e-08,2.0744679064333805e-08,3.5465752835878463e-07,train
6.188147506006999e-07,7.55205732877268e-07,7.308039152979995e-08,7.411072157540006e-08,4.9845918375519724e-08,1.8025195699649953e-08,1.4084280505762042e-08,4.6486054751499933e-08,1.7557880524000143e-08,3.1313508823459915e-08,6.357424674417047e-07,7.73117497164155e-07,train
9.516108044300624e-07,9.773492944331094e-07,7.308185990800009e-08,7.409209123909989e-08,4.984683996825999e-08,1.8026617918689996e-08,1.3967812995571096e-08,4.649989444707991e-08,1.7557019710900028e-08,3.1414183521550076e-08,1.2892261593847533e-06,1.306736291053427e-06,train
2.831670575523099e-07,9.34306444821554e-07,7.308020860909999e-08,7.413144036979995e-08,4.984691946417001e-08,1.8025621300219983e-08,1.4222485862217011e-08,4.6474326653889994e-08,1.7560502701100103e-08,3.133349373937005e-08,2.803183162604398e-07,1.0379843515888261e-06,train
4.066525090625399e-07,6.33954059799469e-07,7.308347892639991e-08,7.41269202853999e-08,4.98462692321e-08,1.802528090727e-08,1.4169601739521129e-08,4.6479024612719953e-08,1.7559228716899846e-08,3.132489829296977e-08,4.08865841285504e-07,6.420314765330118e-07,train
8.147740259774049e-07,4.81012844599501e-07,7.308455291319984e-08,7.410613530549988e-08,4.984552519618978e-08,1.802522168118007e-08,1.4007167020304066e-08,4.649393224755005e-08,1.7556456426900015e-08,3.131701178556991e-08,8.790089681098781e-07,4.835749822746593e-07,train
6.877939244729939e-07,2.3436471032162797e-07,7.30895891543001e-08,7.411825296390008e-08,4.9845604118139895e-08,1.802538947783009e-08,1.405607487350284e-08,4.64902332527498e-08,1.7557217019699838e-08,3.1312650421319864e-08,7.142507067358414e-07,2.3215458622587167e-07,train
6.684382072409995e-08,4.3445756615361795e-07,7.309035423369993e-08,7.420115412589993e-08,4.984713524129991e-08,1.8026032193079747e-08,1.4311021668968065e-08,4.646806701994995e-08,1.7561962876199815e-08,3.134978774706982e-08,4.0317436862719934e-08,4.359553233015091e-07,train
4.6276397612072985e-07,9.581197106625834e-07,7.307998838910007e-08,7.411689740359992e-08,4.984680705198982e-08,1.8025792061600093e-08,1.4150275299192097e-08,4.648084582819999e-08,1.755941821989993e-08,3.132210670685996e-08,4.677085634314652e-07,1.1292299501027084e-06,train
